soldDate,playerId,name,country,position,age,heightCm,fromTeam,fromTeamId,toTeam,toTeamId,firstSeen,lastSeen,deadline,lastListPrice,soldPrice,value,salary,confirmedByTransferHistory,source,scanDate,scannedTeamId,scannedTeamName,direction
2025-11-30,1865836,"Piaskowski, Jacek",POL,Ś,25,218,Brute Force,130978,Lubekitchens,129008,,,,,1463670,70927,28326,1,ClubTransferHistory,2026-06-04 18:29:36,129008,Lubekitchens,z
2025-11-30,1976372,"Legrand, Johann",FRA,L,20,185,SMS Marquette VB,129064,LukTeam,131134,,,,,1328372,332871,125106,1,ClubTransferHistory,2026-06-04 18:30:16,129064,SMS Marquette VB,do
2025-11-30,1974912,"Scarpelli, Edvaldo",BRA,Ś,22,213,Gabiroba V.C.,130251,Ukiyo Volley,129847,,,,,1323794,59088,23635,1,ClubTransferHistory,2026-06-04 18:30:28,129847,Ukiyo Volley,z
2025-11-30,1976371,"Tressoldi, Mino",ITA,P,21,195,Karasuno,128635,Toumo,137682,,,,,1103240,73378,27176,1,ClubTransferHistory,2026-06-04 18:30:25,137682,Toumo,z
2025-11-30,1725027,"Granados, Jürnjochen",GER,Ś,25,218,Blue Star Panters,129364,Ściekowianka,128624,,,,,1061460,86018,37639,1,ClubTransferHistory,2026-06-04 18:30:21,128624,Ściekowianka,z
2025-11-30,1685928,"Grudzień, Jan",POL,P,27,199,G.T.S. Unia Choceń,128749,Atom Trefl Sopot,128661,,,,,935048,53814,20931,1,ClubTransferHistory,2026-06-04 18:29:14,128749,G.T.S. Unia Choceń,do
2025-11-30,1976087,"Rybus, Witold",POL,Ś,21,212,Ukiyo Volley,129847,Jethro,128821,,,,,418873,69563,25126,1,ClubTransferHistory,2026-06-04 18:30:28,129847,Ukiyo Volley,do
2025-11-30,1976059,"Matassa, Benedetto",ITA,R,21,188,Ortan,128833,Lubekitchens,129008,,,,,326491,80561,35262,1,ClubTransferHistory,2026-06-04 18:29:51,128833,Ortan,do
2025-11-30,1903841,"Uziębło, Tomasz",POL,P,25,192,Dostor,138908,Voley Samba,144383,,,,,299572,42648,14926,1,ClubTransferHistory,2026-06-04 18:30:38,144383,Voley Samba,z
2025-11-30,1904393,"Polaczek, Marcin",POL,Atakujący,24,201,GingerTigers,129636,Galatasaray,130257,,,,,296450,45463,15912,1,ClubTransferHistory,2026-06-04 18:29:17,129636,GingerTigers,do
2025-11-30,1976361,"Temudo, Perdigão",POR,Ś,21,201,Hebar Pz,129823,Zacarias da Bola,134203,,,,,290245,57883,23153,1,ClubTransferHistory,2026-06-04 18:30:45,134203,Zacarias da Bola,z
2025-11-30,1903765,"Tori, Fortunato",INT,Ś,24,205,® ONE TEAM ®,144560,VK Rubej To!!!,130365,,,,,269130,44192,15023,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-30,1975016,"Pleban, Łukasz",POL,R,22,201,My Tho,144510,Atom Trefl Sopot,128661,,,,,226601,57850,22228,1,ClubTransferHistory,2026-06-04 18:29:46,144510,My Tho,do
2025-11-30,1950397,"Cohen, Osvaldo",INT,Atakujący,23,188,My Tho,144510,Rolphins,144604,,,,,150678,38184,13364,1,ClubTransferHistory,2026-06-04 18:30:06,144604,Rolphins,z
2025-11-30,1950820,"Stępień, Tomasz",POL,Atakujący,21,213,Air Force,137437,Gato,130094,,,,,127317,47453,16134,1,ClubTransferHistory,2026-06-04 18:29:16,130094,Gato,z
2025-11-30,1681857,"Ziarek, Maciej",POL,L,26,179,Navegadores64,130367,Kangur Okrzeja,130269,,,,,125338,137266,68633,1,ClubTransferHistory,2026-06-04 18:29:27,130269,Kangur Okrzeja,z
2025-11-30,1865027,"Sarbinowski, Mirosław",INT,Ś,25,192,SCP,130461,lnstituto Dom Fernando Gomes,138405,,,,,100534,42738,14511,1,ClubTransferHistory,2026-06-04 18:29:36,138405,lnstituto Dom Fernando Gomes,z
2025-11-30,1684405,"Sokołowski, Kacper",POL,Ś,26,210,🦣 KS MAMUTY 🦣,130549,Voley Samba,144383,,,,,100000,39459,13729,1,ClubTransferHistory,2026-06-04 18:30:38,144383,Voley Samba,z
2025-11-30,1976366,"Salmelainen, Mika",FIN,P,21,188,HIKERS,130361,Young Team Reaktywacja,140951,,,,,89133,56302,20166,1,ClubTransferHistory,2026-06-04 18:29:21,130361,HIKERS,do
2025-11-30,1709731,"Castellini, Jefferson",BRA,L,27,183,Sofia de Janeiro,130000,Diagnoscii,141082,,,,,32824,50572,20228,1,ClubTransferHistory,2026-06-04 18:30:16,130000,Sofia de Janeiro,do
2025-11-30,1681985,"Piwowarczyk, Tomasz",POL,Ś,26,198,BBTS Bielsko-Biała,137383,BLUEWING,144588,,,,,31172,47480,16144,1,ClubTransferHistory,2026-06-04 18:28:26,144588,BLUEWING,z
2025-11-30,1904074,"Fedor, Paweł",POL,Ś,25,209,Zacarias da Bola,134203,BLUEWING,144588,,,,,25407,41769,14196,1,ClubTransferHistory,2026-06-04 18:30:45,134203,Zacarias da Bola,do
2025-11-30,1949467,"Neslışah, Sait",TUR,L,22,181,Fenerbahce34,131668,HSV Neubrandenburg,129463,,,,,18575,28628,9714,1,ClubTransferHistory,2026-06-04 18:29:11,131668,Fenerbahce34,do
2025-11-30,1949027,"Manchev, Angel",INT,Atakujący,23,197,KS Świt Baranowo,128589,Iraklis SKG,144649,,,,,15178,27004,9451,1,ClubTransferHistory,2026-06-04 18:29:30,128589,KS Świt Baranowo,do
2025-11-30,1976370,"Mrzygłód, Jacek",POL,P,20,206,Orzełki Team,137444,Iraklis SKG,144649,,,,,10743,19094,5539,1,ClubTransferHistory,2026-06-04 18:29:51,137444,Orzełki Team,do
2025-11-29,1927249,"Foray, Daniel",FRA,R,24,187,CricCrac,129099,Incognito Volley,128619,,,,,42746363,506316,221379,1,ClubTransferHistory,2026-06-04 18:29:23,128619,Incognito Volley,z
2025-11-29,1904473,"Lang, Luke",INT,Ś,24,209,JORI Dragons,130283,KZN,131229,,,,,33388863,119602,250416,1,ClubTransferHistory,2026-06-04 18:29:26,130283,JORI Dragons,do
2025-11-29,1864533,"Mihaylov, Atanas",BUL,P,25,195,Big Boys Volley Team,129779,Bahadir Volley,130389,,,,,28542385,152132,239261,1,ClubTransferHistory,2026-06-04 18:28:25,129779,Big Boys Volley Team,do
2025-11-29,1929560,"Bettelheim, Gerald",AUT,Atakujący,23,198,SKUP MŁODYCH TALENTÓW ORZYSZ🏐,130934,TaUrsy,130537,,,,,15228419,142119,219533,1,ClubTransferHistory,2026-06-04 18:30:15,130934,SKUP MŁODYCH TALENTÓW ORZYSZ🏐,do
2025-11-29,1684254,"Kusiak, Ludwik",POL,L,26,183,Dzikie Rumaxy,128638,KZN,131229,,,,,10928754,265136,132568,1,ClubTransferHistory,2026-06-04 18:29:06,128638,Dzikie Rumaxy,do
2025-11-29,1976335,"Krústev, Plamen",BUL,P,21,198,VC LOKOMOTIV SOFIA,129798,JORI Dragons,130283,,,,,9127324,90372,39906,1,ClubTransferHistory,2026-06-04 18:30:33,129798,VC LOKOMOTIV SOFIA,do
2025-11-29,1976336,"Joyner, Sage",USA,Ś,20,216,Ghrum,130784,South Boys,129928,,,,,6129513,70572,27451,1,ClubTransferHistory,2026-06-04 18:30:16,129928,South Boys,z
2025-11-29,1682054,"Bałaban, Andrzej",POL,Ś,26,214,PowerDucks,129316,Hit Happens,131734,,,,,3075405,84069,35329,1,ClubTransferHistory,2026-06-04 18:29:59,129316,PowerDucks,do
2025-11-29,1949876,"Corsetti, Angelo",ITA,P,22,201,d team,130335,KSW7,140968,,,,,2977282,69237,25784,1,ClubTransferHistory,2026-06-04 18:29:30,140968,KSW7,z
2025-11-29,1976345,"Dzitkowski, Wojciech",POL,Ś,21,190,Yu-Gi-Oh!,131717,VB New Hope,137524,,,,,2379403,62766,24408,1,ClubTransferHistory,2026-06-04 18:30:45,131717,Yu-Gi-Oh!,do
2025-11-29,1681797,"Pakuła, Gracjan",POL,P,26,210,Farciarze FC,128734,AKS VOLLEY DOBRA,141110,,,,,1778614,71467,27812,1,ClubTransferHistory,2026-06-04 18:29:09,128734,Farciarze FC,do
2025-11-29,1976068,"Martinat, Jacques",FRA,L,21,179,SetnSun,129144,® ONE TEAM ®,144560,,,,,1613697,321542,160771,1,ClubTransferHistory,2026-06-04 18:30:12,129144,SetnSun,do
2025-11-29,1974444,"Cerqueira, Gilmar",BRA,R,22,183,City Hunter Team,130260,Volleyno,131333,,,,,1021752,136897,65123,1,ClubTransferHistory,2026-06-04 18:30:41,131333,Volleyno,z
2025-11-29,1976319,"Corvucci, Piersandro",ITA,L,20,180,Giggi Team,131304,KSW7,140968,,,,,790479,149703,71396,1,ClubTransferHistory,2026-06-04 18:29:30,140968,KSW7,z
2025-11-29,1745504,"Wojnowski, Dawid",POL,Atakujący,25,207,Energiq,129925,Aqua Clouds,144587,,,,,562826,73020,28405,1,ClubTransferHistory,2026-06-04 18:29:07,129925,Energiq,do
2025-11-29,1681944,"Nötzold, Torben",GER,R,26,195,PowerDucks,129316,Rexona Volley,138416,,,,,465840,85038,38267,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-29,1950803,"Kluś, Tomasz",POL,L,22,177,Najlepsi z Najlepszych,130520,Dinossauros VM,138407,,,,,356467,133144,57819,1,ClubTransferHistory,2026-06-04 18:29:46,130520,Najlepsi z Najlepszych,do
2025-11-29,1976348,"Švejdar, Zlatko",CZE,Ś,21,196,The Ops,131290,Aqua Clouds,144587,,,,,330488,72187,28080,1,ClubTransferHistory,2026-06-04 18:30:24,131290,The Ops,do
2025-11-29,1904164,"Ivanica, Ludovic",ROM,P,25,198,ARM Volley,137419,VK Rubej To!!!,130365,,,,,275741,51232,17351,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-29,1927259,"Pawlus, Mikołaj",INT,Ś,24,220,Fenerbahçe Istanbul,138492,Black Pardec,138854,,,,,267290,64157,24031,1,ClubTransferHistory,2026-06-04 18:29:11,138492,Fenerbahçe Istanbul,do
2025-11-29,1686271,"Białek, Wojciech",POL,P,27,188,Le Nutrie,137507,Volley Ball Gardéen,137678,,,,,253318,43477,15216,1,ClubTransferHistory,2026-06-04 18:30:39,137678,Volley Ball Gardéen,z
2025-11-29,1950998,"Cristiano, Mino",ITA,P,22,195,S-Ninjas,130582,Dinossauros VM,138407,,,,,250626,44465,14238,1,ClubTransferHistory,2026-06-04 18:30:07,130582,S-Ninjas,do
2025-11-29,1686082,"Alexander, Josh",USA,P,26,210,Le Nutrie,137507,Giuseppeteams,129587,,,,,228061,49259,16994,1,ClubTransferHistory,2026-06-04 18:29:32,137507,Le Nutrie,do
2025-11-29,1974506,"Vogel, Lucas",FRA,P,22,209,Les Frondeurs,129080,Dinossauros VM,138407,,,,,226390,55558,20173,1,ClubTransferHistory,2026-06-04 18:29:34,129080,Les Frondeurs,do
2025-11-29,1904875,"Brito, Agostinho",POR,Ś,23,191,Air Force,137437,Fox Beach Calabria,128829,,,,,166721,55218,21466,1,ClubTransferHistory,2026-06-04 18:29:13,128829,Fox Beach Calabria,z
2025-11-29,1685666,"Kulak, Ryszard",POL,R,26,204,🐀Ratty Rattas🐀,128707,Zagłębie,140935,,,,,60223,83238,36437,1,ClubTransferHistory,2026-06-04 18:28:11,128707,🐀Ratty Rattas🐀,do
2025-11-29,1976202,"Wiesbauer, Ulrich",GER,R,20,203,PowerDucks,129316,Rexona Volley,138416,,,,,26345,48482,16446,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-29,1904430,"Kobakov, Alexander",BUL,Atakujący,24,203,PauPau,140825,Szare Bibipy,141037,,,,,24575,34455,12059,1,ClubTransferHistory,2026-06-04 18:30:21,141037,Szare Bibipy,z
2025-11-29,1949139,"Biancato, Gino",ITA,Atakujący,23,201,Mersin İdman Yurdu,138479,SPHAGHETI,137525,,,,,24240,36084,12629,1,ClubTransferHistory,2026-06-04 18:30:17,137525,SPHAGHETI,z
2025-11-29,1949185,"Domingos, Álvaro",POR,Atakujący,23,207,Energiq,129925,Fox Beach Calabria,128829,,,,,22923,35566,12448,1,ClubTransferHistory,2026-06-04 18:29:13,128829,Fox Beach Calabria,z
2025-11-29,1767522,"Berto, Edoardo",ITA,R,26,197,Cuneo Eagles,131343,SFC 90,129445,,,,,22478,38946,13631,1,ClubTransferHistory,2026-06-04 18:30:12,129445,SFC 90,z
2025-11-29,1976349,"Jernström, Olof",FIN,P,20,196,Valkealan Kajo,144359,Elysia,129649,,,,,21601,50619,17214,1,ClubTransferHistory,2026-06-04 18:29:07,129649,Elysia,z
2025-11-29,1976331,"Lobatón, Hilari",ESP,R,20,189,Pachek Team,129085,Joga Bonito,137493,,,,,21426,66705,23571,1,ClubTransferHistory,2026-06-04 18:29:53,129085,Pachek Team,do
2025-11-29,1865626,"de Freitas, Chico",BRA,P,25,198,Brescia Crows,131349,KSW7,140968,,,,,20000,31368,10649,1,ClubTransferHistory,2026-06-04 18:29:30,140968,KSW7,z
2025-11-29,1904151,"Polidoro, Fernando",ITA,P,24,188,Cuneo Eagles,131343,Rexona Volley,138416,,,,,20000,25570,8949,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-29,1975096,"Kasperek, Konstanty",POL,R,22,205,RINZLER,128627,KS Limanowa,140814,,,,,19587,34401,11683,1,ClubTransferHistory,2026-06-04 18:30:04,128627,RINZLER,do
2025-11-29,1976321,"Benedito, Barroso",INT,P,20,195,Azoranka Kraków,131204,Rexona Volley,138416,,,,,14727,21734,6520,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-29,1975817,"Cigala, Baldo",ITA,Atakujący,22,197,Cuneo Eagles,131343,Rexona Volley,138416,,,,,11169,16518,4955,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-28,1709306,"Arès, Denis",FRA,Ś,27,206,Carplife 🇵🇱,130954,UVM,130418,,,,,41089370,111172,308170,1,ClubTransferHistory,2026-06-04 18:30:29,130418,UVM,z
2025-11-28,1904688,"Yanev, Todor",BUL,Ś,24,206,DEAD ZONE,129793,VCBRAGA,130371,,,,,16085562,135883,64543,1,ClubTransferHistory,2026-06-04 18:30:35,130371,VCBRAGA,z
2025-11-28,1976307,"Pfaffenzeller, Hienerk",GER,Ś,20,211,Dresden Eagles,129297,Itas Trentino,129799,,,,,14381530,153032,344920,1,ClubTransferHistory,2026-06-04 18:29:24,129799,Itas Trentino,z
2025-11-28,1974995,"Bourguignon, Jean",FRA,Ś,22,206,Pikachou Volley Club,129242,Calvin Klein Volley,129589,,,,,5647660,84776,37111,1,ClubTransferHistory,2026-06-04 18:29:56,129242,Pikachou Volley Club,do
2025-11-28,1949785,"Mottey, Bernard",FRA,Ś,23,216,Pikachou Volley Club,129242,Coke Volley,134140,,,,,5647660,71586,28634,1,ClubTransferHistory,2026-06-04 18:29:56,129242,Pikachou Volley Club,do
2025-11-28,1976308,"Cichosz, Kacper",POL,P,21,202,Cicely,128704,Ala Nun Alvares de Gondomar,134144,,,,,3093933,44357,15079,1,ClubTransferHistory,2026-06-04 18:28:58,128704,Cicely,do
2025-11-28,1865589,"Bocek, Bohuslav",CZE,L,24,182,HHC,130381,Pioruny i Grzmoty,130966,,,,,3075515,279629,136893,1,ClubTransferHistory,2026-06-04 18:29:57,130966,Pioruny i Grzmoty,z
2025-11-28,1724964,"Garbellini, Santrino",ITA,P,26,188,Denivol Team,131341,KILICECZA,138496,,,,,2714670,51953,17498,1,ClubTransferHistory,2026-06-04 18:29:27,138496,KILICECZA,z
2025-11-28,1951198,"Uroda, Tomasz",POL,Ś,22,216,Giulianone Roma,128822,Volley Ball Gardéen,137678,,,,,2166727,67994,26446,1,ClubTransferHistory,2026-06-04 18:30:39,137678,Volley Ball Gardéen,z
2025-11-28,1904805,"Molendowski, Jerzy",POL,P,24,192,KS Limanowa,140814,VK Rubej To!!!,130365,,,,,1059418,36404,12741,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-28,1709978,"Mazur, Wiktor",POL,P,26,204,KS Strużanka Baranów,130994,Volley Ball Gardéen,137678,,,,,795062,69144,26399,1,ClubTransferHistory,2026-06-04 18:30:39,137678,Volley Ball Gardéen,z
2025-11-28,1686124,"Tornev, Vasil",INT,Atakujący,26,207,Joga Bonito,137493,Raven,140853,,,,,301160,44295,15058,1,ClubTransferHistory,2026-06-04 18:30:02,140853,Raven,z
2025-11-28,1725279,"Baldi, Edoardo",ITA,R,26,206,Kopernik Toruń,130739,VK Rubej To!!!,130365,,,,,46561,65401,26160,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-28,1745163,"Cole, Luis",USA,R,26,185,KongsCPC,138873,Rexona Volley,138416,,,,,40647,61042,23385,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-28,1928762,"Jiangchuan, Xiaogang",CHN,R,23,183,KILICECZA,138496,LEO SpoMa 99,129405,,,,,37157,63562,25424,1,ClubTransferHistory,2026-06-04 18:29:33,129405,LEO SpoMa 99,z
2025-11-28,1975758,"Lorenc, Tomasz",POL,L,26,183,Minionki Mińsk Mazowiecki,131757,VK Rubej To!!!,130365,,,,,33058,54611,21230,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-28,1768033,"Flores, Brett",USA,Ś,26,202,Stratton Oakmont VB,137679,Volley Ball Gardéen,137678,,,,,32169,47392,16587,1,ClubTransferHistory,2026-06-04 18:30:39,137678,Volley Ball Gardéen,z
2025-11-28,1927639,"Kowalczyk, Janusz",POL,Ś,24,202,PauPau,140825,Volley Ball Gardéen,137678,,,,,30482,50974,17335,1,ClubTransferHistory,2026-06-04 18:30:39,137678,Volley Ball Gardéen,z
2025-11-28,1976274,"Dritsas, Hermes",GRE,Ś,21,215,Rockers Wrocław,128605,Gryf Policzna,140747,,,,,28874,58975,22848,1,ClubTransferHistory,2026-06-04 18:30:05,128605,Rockers Wrocław,do
2025-11-28,1974610,"Tanev, Todor",INT,R,22,189,VCBRAGA,130371,Śląskie Burrito,131722,,,,,28857,52054,20821,1,ClubTransferHistory,2026-06-04 18:30:35,130371,VCBRAGA,do
2025-11-28,1686119,"Fontana, Sandro",ITA,Atakujący,27,191,LTS Feniks Leżajsk,141106,VK Rubej To!!!,130365,,,,,28669,43396,14720,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-28,1976318,"Alvarado, Heitor",POR,Ś,21,209,Ace Force One,134141,Rexona Volley,138416,,,,,28465,33844,11493,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-28,1905537,"Zieliński, Karol",INT,R,24,195,FTM Schwabing,129366,VK Rubej To!!!,130365,,,,,28167,41833,14641,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-28,1616858,"Rymaszewski, Włodzimierz",POL,Ś,30,201,Jethro,128821,Rexona Volley,138416,,,,,25324,22888,6826,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-28,1976302,"Świtała, Dawid",POL,R,20,206,Die Freie Stadt Danzig,130661,LEEDS SOFIA,130014,,,,,23271,41457,14509,1,ClubTransferHistory,2026-06-04 18:29:33,130014,LEEDS SOFIA,z
2025-11-28,1904132,"Petkov, Hristo",BUL,P,25,208,-=ВЕЛИЧИЕ=-,129803,JaworznoFC,140807,,,,,21726,37077,12400,1,ClubTransferHistory,2026-06-04 18:28:11,129803,-=ВЕЛИЧИЕ=-,do
2025-11-28,1976300,"Stoyanov, Doncho",BUL,Ś,21,191,-=ВЕЛИЧИЕ=-,129803,Les Neptunes de Nantes,137756,,,,,20152,27417,9595,1,ClubTransferHistory,2026-06-04 18:29:34,137756,Les Neptunes de Nantes,z
2025-11-28,1618073,"Pęcherz, Alan",POL,L,31,177,Aqua Łukowiec,140922,Rexona Volley,138416,,,,,13619,19456,5836,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-28,1904358,"Wojtas, Rafał",POL,P,24,207,FTM Schwabing,129366,Diagnoscii,141082,,,,,12266,21016,6101,1,ClubTransferHistory,2026-06-04 18:29:14,129366,FTM Schwabing,do
2025-11-28,1976236,"Keaton, Mason",INT,Ś,21,191,Mx Team,130473,Rexona Volley,138416,,,,,12046,17803,5162,1,ClubTransferHistory,2026-06-04 18:30:03,138416,Rexona Volley,z
2025-11-27,1744964,"Zawadzki, Maciej",POL,R,26,193,Iskra Krosno,128667,Jeżomyszy🦔z Marsa🪐,130972,,,,,38771372,383817,185489,1,ClubTransferHistory,2026-06-04 18:29:25,130972,Jeżomyszy🦔z Marsa🪐,z
2025-11-27,1767857,"Siveri, Catello",ITA,Ś,25,220,Giulianone Roma,128822,Brute Force,130978,,,,,20571851,108900,154289,1,ClubTransferHistory,2026-06-04 18:29:17,128822,Giulianone Roma,do
2025-11-27,1709640,"Adam, Christophe",FRA,R,27,202,mordelles,129096,OPOLE,130500,,,,,19990841,246821,116047,1,ClubTransferHistory,2026-06-04 18:29:51,130500,OPOLE,z
2025-11-27,1950318,"Síkora, Radomil",CZE,L,22,186,Dubai Tigers,129874,Barão Vermelho,130041,,,,,17418957,586003,245487,1,ClubTransferHistory,2026-06-04 18:29:05,129874,Dubai Tigers,do
2025-11-27,1929459,"Śmiechowski, Maciej",POL,Ś,23,203,Miesiany Miesiany,128676,VK Rubej To!!!,130365,,,,,7200261,113010,54991,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-27,1767986,"Głowacki, Tymon",POL,Ś,25,208,👽Strażnicy Cienia👽,128711,VK Rubej To!!!,130365,,,,,6324178,91039,40967,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-27,1709918,"Vitale, Ubaldo",ITA,P,26,190,KS Gwardia Wrocław,130757,GingerTigers,129636,,,,,2488494,54115,21646,1,ClubTransferHistory,2026-06-04 18:29:29,130757,KS Gwardia Wrocław,do
2025-11-27,1976145,"Kachyna, Chval",CZE,P,21,197,MKS Siemianowice,128799,🐀Ratty Rattas🐀,128707,,,,,2308187,89749,34257,1,ClubTransferHistory,2026-06-04 18:29:44,128799,MKS Siemianowice,do
2025-11-27,1976261,"Robakowski, Przemysław",POL,P,21,188,Dano Dream Team,130607,Squadra Corsa VB,137669,,,,,2299412,81151,28181,1,ClubTransferHistory,2026-06-04 18:30:19,137669,Squadra Corsa VB,z
2025-11-27,1976271,"Buitendam, Machiel",NED,P,21,193,TVM Allstars,129337,Ukiyo Volley,129847,,,,,1744222,57269,22907,1,ClubTransferHistory,2026-06-04 18:30:28,129847,Ukiyo Volley,z
2025-11-27,1976294,"Oberda, Jan",POL,L,21,182,AZT Tytan Czestochowa,128743,VK Rubej To!!!,130365,,,,,913370,200085,96868,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-27,1976289,"Amaral, Cláudio",BRA,L,21,195,Stilon Gorzów,130891,Wierzeje,141108,,,,,874146,162805,74275,1,ClubTransferHistory,2026-06-04 18:30:20,130891,Stilon Gorzów,do
2025-11-27,1682080,"Łuczak, Bartłomiej",POL,Atakujący,27,208,SSA Vôlei Clube,130023,LaPailladeBelge,130299,,,,,791500,66690,26568,1,ClubTransferHistory,2026-06-04 18:30:19,130023,SSA Vôlei Clube,do
2025-11-27,1976295,"Mouret, Yannick",FRA,L,20,177,BEAR BEER VOLLEY CLUB,129061,Porto FC,134164,,,,,649822,73754,29501,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,z
2025-11-27,1976279,"Ferreri, Gesuele",ITA,L,21,179,Kudowianka Kudowa-Zdrój,131235,SUZANO E.C,130024,,,,,528691,158472,72083,1,ClubTransferHistory,2026-06-04 18:30:21,130024,SUZANO E.C,z
2025-11-27,1951065,"Nakano, Ginpei",JPN,Atakujący,22,200,Sofia de Janeiro,130000,My Tho,144510,,,,,382733,65174,23488,1,ClubTransferHistory,2026-06-04 18:30:16,130000,Sofia de Janeiro,do
2025-11-27,1684335,"Blend, David",INT,Atakujący,26,195,Porto FC,134164,GingerTigers,129636,,,,,319170,54319,21116,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,do
2025-11-27,1974549,"Szymański, Tymon",POL,Atakujący,22,196,Tsunami Rzeplin,128717,Atletico Lula,138782,,,,,209999,38039,12458,1,ClubTransferHistory,2026-06-04 18:30:27,128717,Tsunami Rzeplin,do
2025-11-27,1725227,"Incerpi, Silvano",ITA,P,25,209,Kudowianka Kudowa-Zdrój,131235,VK Rubej To!!!,130365,,,,,200620,38008,12913,1,ClubTransferHistory,2026-06-04 18:30:37,130365,VK Rubej To!!!,z
2025-11-27,1622738,"Gumiel, Wyatt",FRA,Ś,30,210,RafaTeam Lipusz,130561,Mersin İdman Yurdu,138479,,,,,128111,43104,15086,1,ClubTransferHistory,2026-06-04 18:30:01,130561,RafaTeam Lipusz,do
2025-11-27,1976284,"Rozenboom, Epi",NED,Atakujący,21,210,Czorty Chorzów,130959,Air Force,137437,,,,,79204,70745,25447,1,ClubTransferHistory,2026-06-04 18:29:01,130959,Czorty Chorzów,do
2025-11-27,1976285,"Suwaj, Ignacy",POL,P,21,205,Czorty Chorzów,130959,spiaggiati,137516,,,,,74850,54817,20170,1,ClubTransferHistory,2026-06-04 18:30:17,137516,spiaggiati,z
2025-11-27,1928404,"Breguła, Błażej",POL,L,24,191,Kudowianka Kudowa-Zdrój,131235,LEEDS SOFIA,130014,,,,,56137,95978,43190,1,ClubTransferHistory,2026-06-04 18:29:33,130014,LEEDS SOFIA,z
2025-11-27,1976273,"Kobylarz, Jakub",POL,L,21,193,FC Dzbany,128744,spiaggiati,137516,,,,,50828,94756,42640,1,ClubTransferHistory,2026-06-04 18:30:17,137516,spiaggiati,z
2025-11-27,1975201,"Cornaggia, Mario",ITA,R,22,202,Gepez volley,128867,Hit Happens,131734,,,,,38616,52828,21131,1,ClubTransferHistory,2026-06-04 18:29:21,131734,Hit Happens,z
2025-11-27,1976299,"Cambraia, Marcus",INT,Atakujący,20,200,Kangur Okrzeja,130269,Brazuca,138309,,,,,34893,48398,16840,1,ClubTransferHistory,2026-06-04 18:29:27,130269,Kangur Okrzeja,do
2025-11-27,1949986,"Wojtasik, Andrzej",POL,Atakujący,23,214,Gryf Policzna,140747,Joga Bonito,137493,,,,,28587,52239,20298,1,ClubTransferHistory,2026-06-04 18:29:25,137493,Joga Bonito,z
2025-11-27,1974905,"Regio, Davide",ITA,P,22,189,Gryf Policzna,140747,spiaggiati,137516,,,,,23301,50776,16221,1,ClubTransferHistory,2026-06-04 18:30:17,137516,spiaggiati,z
2025-11-27,1864897,"Aleixo, Expedito",BRA,R,24,199,Giuseppeteams,129587,LEEDS SOFIA,130014,,,,,23275,33250,11637,1,ClubTransferHistory,2026-06-04 18:29:33,130014,LEEDS SOFIA,z
2025-11-27,1976191,"Felizardo, Lauro",POR,L,21,192,VolleyballFitares,134176,HSV Neubrandenburg,129463,,,,,23269,33242,11634,1,ClubTransferHistory,2026-06-04 18:30:41,134176,VolleyballFitares,do
2025-11-27,1949692,"Figueiredo, Joel",BRA,P,23,204,Sardegna Volley,137467,77FC,144414,,,,,21256,36651,12362,1,ClubTransferHistory,2026-06-04 18:30:09,137467,Sardegna Volley,do
2025-11-27,1975361,"Hight, Josh",USA,Ś,22,206,Carina Gubin,130610,LEEDS SOFIA,130014,,,,,18166,30163,10557,1,ClubTransferHistory,2026-06-04 18:29:33,130014,LEEDS SOFIA,z
