soldDate,playerId,name,country,position,age,heightCm,fromTeam,fromTeamId,toTeam,toTeamId,firstSeen,lastSeen,deadline,lastListPrice,soldPrice,value,salary,confirmedByTransferHistory,source,scanDate,scannedTeamId,scannedTeamName,direction
2026-06-04,2088573,"Ingraham, Max",ENG,R,18,187,Kuźnia Byków,130744,SKUP MŁODYCH TALENTÓW ORZYSZ🏐,130934,,,,,6295333,100915,50457,1,ClubTransferHistory,2026-06-04 18:30:15,130934,SKUP MŁODYCH TALENTÓW ORZYSZ🏐,z
2026-06-04,2060867,"Foucault, Jérôme",INT,Atakujący,19,213,Odds Ballklubb,138861,Januszanka Zawady,161770,,,,,472157,61249,24472,1,ClubTransferHistory,2026-06-04 18:29:49,138861,Odds Ballklubb,do
2026-06-04,2059835,"Makarewicz, Adam",POL,Ś,20,200,Pancio,128750,Januszanka Zawady,161770,,,,,410000,59504,23801,1,ClubTransferHistory,2026-06-04 18:29:54,128750,Pancio,do
2026-06-04,2087804,"Chulev, Nikolay",INT,L,19,184,Cvv,138928,Pampulha E.C.,130252,,,,,405904,158048,79024,1,ClubTransferHistory,2026-06-04 18:29:53,130252,Pampulha E.C.,z
2026-06-04,2087682,"Janković, Radoslav",SRB,Ś,19,201,Zakład Karny w Strzelinie,128751,Fc Dąbie,161769,,,,,55262,36088,12630,1,ClubTransferHistory,2026-06-04 18:30:45,128751,Zakład Karny w Strzelinie,do
2026-06-04,2088561,"Pietri, Pierre",FRA,R,17,197,Pachek Team,129085,Palinurense,128875,,,,,43803,62575,25030,1,ClubTransferHistory,2026-06-04 18:29:53,128875,Palinurense,z
2026-06-04,1904992,"Di Ninno, Tiziano",INT,Ś,24,212,Sharks Clain VB,137731,Januszanka Zawady,161770,,,,,31210,44959,15604,1,ClubTransferHistory,2026-06-04 18:30:13,137731,Sharks Clain VB,do
2026-06-04,2087499,"Peekel, Robbert",NED,P,19,181,RafaTeam Lipusz,130561,Januszanka Zawady,161770,,,,,21430,29155,10204,1,ClubTransferHistory,2026-06-04 18:30:01,130561,RafaTeam Lipusz,do
2026-06-04,2088622,"Konieczny, Jan",POL,Ś,18,203,Ale co,128694,Dolina Cisów,161783,,,,,19798,28283,9899,1,ClubTransferHistory,2026-06-04 18:28:14,128694,Ale co,do
2026-06-04,2088620,"Orona, Brant",USA,Ś,18,214,Joga Bonito,137493,Dolina Cisów,161783,,,,,18810,25592,8957,1,ClubTransferHistory,2026-06-04 18:29:25,137493,Joga Bonito,do
2026-06-03,1951274,"Taylor, Morgan",INT,R,22,190,Szare Bibipy,141037,Przebój Wolbrom,130621,,,,,24257841,205016,181934,1,ClubTransferHistory,2026-06-04 18:30:21,141037,Szare Bibipy,do
2026-06-03,1949228,"Rollmann, Korkmaz",GER,R,23,202,VC Breakpoint,129312,Ranczo Wilkowyje,130915,,,,,23521263,326728,176409,1,ClubTransferHistory,2026-06-04 18:30:32,129312,VC Breakpoint,do
2026-06-03,2060885,"Tianxian, Jingbo",CHN,Atakujący,19,209,Jeżomyszy🦔z Marsa🪐,130972,Carplife 🇵🇱,130954,,,,,23237932,94249,174284,1,ClubTransferHistory,2026-06-04 18:29:25,130972,Jeżomyszy🦔z Marsa🪐,do
2026-06-03,1864693,"Pressler, Reinert",GER,Ś,24,213,Smoczy Gród,131131,Die Freie Stadt Danzig,130661,,,,,9643206,147407,73010,1,ClubTransferHistory,2026-06-04 18:30:16,131131,Smoczy Gród,do
2026-06-03,2060629,"Assis, Wilson",BRA,Ś,19,206,Giggi Team,131304,Micuite Sport Club,130268,,,,,9495275,99754,71215,1,ClubTransferHistory,2026-06-04 18:29:17,131304,Giggi Team,do
2026-06-03,1928697,"Delgado, Pedro",POR,Ś,23,209,Raven,140853,MR Team,130725,,,,,5994746,82334,44961,1,ClubTransferHistory,2026-06-04 18:30:02,140853,Raven,do
2026-06-03,2003654,"Makulis, Achilleas",GRE,P,20,202,Massimone Roma,128823,Przebój Wolbrom,130621,,,,,5007092,73182,37553,1,ClubTransferHistory,2026-06-04 18:30:00,130621,Przebój Wolbrom,z
2026-06-03,2088220,"Lis, Daniel",POL,L,18,177,Jabuticaba Vôlei,130032,Porto FC,134164,,,,,4142637,143301,69107,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,z
2026-06-03,2060592,"Molendowski, Leon",POL,Ś,19,216,Giggi Team,131304,Volley Ball Gardéen,137678,,,,,1807529,80811,36364,1,ClubTransferHistory,2026-06-04 18:30:39,137678,Volley Ball Gardéen,z
2026-06-03,2060674,"Pieper, Włodzimierz",POL,Ś,19,212,Giggi Team,131304,Volleyno,131333,,,,,1246596,83754,37054,1,ClubTransferHistory,2026-06-04 18:30:41,131333,Volleyno,z
2026-06-03,2088602,"Despotović, Mitar",SRB,L,18,175,Korporacja Gwiazd Bezrobocia,128595,Przebój Wolbrom,130621,,,,,1075050,108498,54249,1,ClubTransferHistory,2026-06-04 18:30:00,130621,Przebój Wolbrom,z
2026-06-03,1864729,"Suski, Ksawery",POL,Atakujący,25,203,Braniewo Volley,141119,GyE de 4 de Enero,138833,,,,,578813,77250,34489,1,ClubTransferHistory,2026-06-04 18:29:19,138833,GyE de 4 de Enero,z
2026-06-03,2060653,"Potapowicz, Oliwier",POL,Ś,19,202,Przebój Wolbrom,130621,Benassi,129571,,,,,337310,49440,16865,1,ClubTransferHistory,2026-06-04 18:30:00,130621,Przebój Wolbrom,do
2026-06-03,1905269,"Rowicki, Kacper",POL,Atakujący,23,194,Petronas Eagles,140755,Bicep University,144532,,,,,153012,65740,26128,1,ClubTransferHistory,2026-06-04 18:29:55,140755,Petronas Eagles,do
2026-06-03,1949215,"Bury, Jędrzej",POL,P,23,201,DessauVolleys,129407,PKS Golebie,161774,,,,,114393,41166,14408,1,ClubTransferHistory,2026-06-04 18:29:03,129407,DessauVolleys,do
2026-06-03,1745275,"Leurs, Jérémy",FRA,L,26,185,IceTeam,129811,Masovia Kraszewice,161635,,,,,100403,136602,68301,1,ClubTransferHistory,2026-06-04 18:29:22,129811,IceTeam,do
2026-06-03,2087636,"Salzinger, Heini",GER,Ś,19,219,феди,129805,LEEDS SOFIA,130014,,,,,100000,41593,14557,1,ClubTransferHistory,2026-06-04 18:30:48,129805,феди,do
2026-06-03,2060521,"Supiot, Antoine",FRA,Ś,19,211,Giggi Team,131304,Sergipe Vôlei,130020,,,,,56966,59343,23132,1,ClubTransferHistory,2026-06-04 18:30:11,130020,Sergipe Vôlei,z
2026-06-03,2088610,"Avramov, Iliya",BUL,L,17,180,VC LOKOMOTIV SOFIA,129798,Porto FC,134164,,,,,55485,75488,33969,1,ClubTransferHistory,2026-06-04 18:30:33,129798,VC LOKOMOTIV SOFIA,do
2026-06-03,2004046,"Gaudêncio, Vicente",BRA,P,20,188,CWB Vôlei Clube,130060,VK Chemes Humenné,144692,,,,,50000,34418,12046,1,ClubTransferHistory,2026-06-04 18:29:01,130060,CWB Vôlei Clube,do
2026-06-03,1864836,"Hajduk, Janusz",POL,Atakujący,25,209,Jabuticaba Vôlei,130032,ZAKSA ŚWINOUJŚCIE,130896,,,,,48701,67441,26503,1,ClubTransferHistory,2026-06-04 18:30:45,130896,ZAKSA ŚWINOUJŚCIE,z
2026-06-03,2088191,"Povolo, Calogero",INT,Atakujący,18,194,Bahadir Volley,130389,PowerDucks,129316,,,,,44801,61042,24381,1,ClubTransferHistory,2026-06-04 18:29:59,129316,PowerDucks,z
2026-06-03,1745100,"Herbolzheim, Leon",GER,Atakujący,25,211,VC Breakpoint,129312,BeloryHills,138332,,,,,44750,60884,24353,1,ClubTransferHistory,2026-06-04 18:30:32,129312,VC Breakpoint,do
2026-06-03,2003260,"Widełka, Waldemar",POL,Atakujący,21,193,Atom Trefl Sopot,128661,Bicep University,144532,,,,,37924,54177,21670,1,ClubTransferHistory,2026-06-04 18:28:20,128661,Atom Trefl Sopot,do
2026-06-03,1950661,"Schrottenbacher, Wilhelm",GER,Ś,22,218,Busto72,137576,Sharks Clain VB,137731,,,,,33902,49606,16951,1,ClubTransferHistory,2026-06-04 18:30:13,137731,Sharks Clain VB,z
2026-06-03,1767642,"Bılgın, Halil",TUR,P,26,205,Atom Trefl Sopot,128661,PKS Golebie,161774,,,,,28742,41060,14370,1,ClubTransferHistory,2026-06-04 18:28:20,128661,Atom Trefl Sopot,do
2026-06-03,2088543,"Peshev, Lyuboslav",BUL,P,18,191,VK Spartak,129820,Ostia volley,137567,,,,,24205,34579,12102,1,ClubTransferHistory,2026-06-04 18:30:37,129820,VK Spartak,do
2026-06-03,2088607,"Gidayu, Chuichi",JPN,P,18,199,Massimone Roma,128823,Eyes of the tiger,137499,,,,,20872,29817,10435,1,ClubTransferHistory,2026-06-04 18:29:41,128823,Massimone Roma,do
2026-06-03,2060539,"Muzaffer, Furkan",TUR,R,19,204,Chomelix Cows,137739,Real La Spezia,161794,,,,,14692,20989,6296,1,ClubTransferHistory,2026-06-04 18:28:57,137739,Chomelix Cows,do
2026-06-02,1929308,"Ballerini, Giacomo",ITA,R,23,206,d team,130335,Toumo,137682,,,,,9920079,211836,105682,1,ClubTransferHistory,2026-06-04 18:30:25,137682,Toumo,z
2026-06-02,1745521,"Kraevski, Ivan",BUL,P,26,185,Ortan,128833,Eyes of the tiger,137499,,,,,6336325,97427,47522,1,ClubTransferHistory,2026-06-04 18:29:51,128833,Ortan,do
2026-06-02,2002950,"Czajka, Jerzy",POL,Ś,21,210,Porto FC,134164,Bad Boys Team,128706,,,,,4041736,90491,40689,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,do
2026-06-02,2060238,"Ventura, Juliano",BRA,L,19,190,Kudowianka Kudowa-Zdrój,131235,HHC,130381,,,,,1192750,170393,85196,1,ClubTransferHistory,2026-06-04 18:29:30,131235,Kudowianka Kudowa-Zdrój,do
2026-06-02,2032139,"Weber, Tracey",USA,R,20,209,Porto FC,134164,Lubekitchens,129008,,,,,986123,110870,55189,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,do
2026-06-02,1905740,"Di Mauro, Catello",ITA,R,23,192,ARM Volley,137419,MIX VOLLEY KATOWICE,144749,,,,,947910,137325,67708,1,ClubTransferHistory,2026-06-04 18:29:44,144749,MIX VOLLEY KATOWICE,z
2026-06-02,2060427,"Espinosa, Israel",ARG,R,18,204,Porto FC,134164,PowerDucks,129316,,,,,832202,93150,41917,1,ClubTransferHistory,2026-06-04 18:29:59,129316,PowerDucks,z
2026-06-02,2032138,"Smith, Ron",USA,R,20,210,Porto FC,134164,Gato,130094,,,,,826874,97406,43731,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,do
2026-06-02,1724718,"Brisseau, Tiennan",FRA,R,26,188,Braniewo Volley,141119,Bubuteam,137727,,,,,750000,144600,72300,1,ClubTransferHistory,2026-06-04 18:28:53,137727,Bubuteam,z
2026-06-02,1927541,"Bieniek, Ireneusz",POL,L,24,195,Shikigami Kaizen Spikers,162460,Volania Jeleninhos,131141,,,,,121911,165864,82932,1,ClubTransferHistory,2026-06-04 18:30:38,131141,Volania Jeleninhos,z
2026-06-02,2032229,"Falcão, Beto",BRA,Atakujący,20,213,Shikigami Kaizen Spikers,162460,TORPEDA Wał Ruda,138824,,,,,99000,55306,22122,1,ClubTransferHistory,2026-06-04 18:30:25,138824,TORPEDA Wał Ruda,z
2026-06-02,1949821,"Morris, Jonathan",INT,Atakujący,23,211,Jabuticaba Vôlei,130032,JuVolley,161563,,,,,76132,74207,29442,1,ClubTransferHistory,2026-06-04 18:29:26,161563,JuVolley,z
2026-06-02,1950417,"Timpanaro, Giacomo",ITA,L,22,176,pONczek Team,130540,Kotwica Kołobrzeg,128801,,,,,47874,68391,27356,1,ClubTransferHistory,2026-06-04 18:29:59,130540,pONczek Team,do
2026-06-02,1976566,"Golisz, Augustyn",POL,P,21,210,Brackens VC,129455,Ghrum,130784,,,,,46672,52659,20955,1,ClubTransferHistory,2026-06-04 18:29:16,130784,Ghrum,z
2026-06-02,1682197,"Galek, Dominik",POL,P,26,200,Jabuticaba Vôlei,130032,Kipseli,144325,,,,,42261,57902,22998,1,ClubTransferHistory,2026-06-04 18:29:24,130032,Jabuticaba Vôlei,do
2026-06-02,2088548,"Kisch, Gustav",AUT,P,18,206,UKS Olimp Ostrołęka,128604,Ostia volley,137567,,,,,25705,36721,12852,1,ClubTransferHistory,2026-06-04 18:30:29,128604,UKS Olimp Ostrołęka,do
2026-06-02,1685892,"Paris, Jean",FRA,Atakujący,27,199,VC Nysa,128645,Buenos Tigers,162205,,,,,22796,32566,11398,1,ClubTransferHistory,2026-06-04 18:30:34,128645,VC Nysa,do
2026-06-01,2088583,"Köstlinger, William",AUT,Ś,18,220,DHARMA Initiative,128577,Błyskawica Janów,131242,,,,,22477206,82927,168579,1,ClubTransferHistory,2026-06-04 18:29:03,128577,DHARMA Initiative,do
2026-06-01,2003646,"Hapšták, Milan",SVK,L,20,189,Joga Bonito,137493,Porto FC,134164,,,,,1940950,277278,138639,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,z
2026-06-01,1976130,"Webb, Bill",INT,P,21,196,d team,130335,Korporacja Gwiazd Bezrobocia,128595,,,,,1400454,68790,27356,1,ClubTransferHistory,2026-06-04 18:29:28,128595,Korporacja Gwiazd Bezrobocia,z
2026-06-01,2088538,"Rübenkoppel, Dittmar",GER,Ś,18,197,Dynamo Tresen,129394,Lubekitchens,129008,,,,,960999,62049,24819,1,ClubTransferHistory,2026-06-04 18:29:36,129008,Lubekitchens,z
2026-06-01,1745552,"Kowalski, Dominik",POL,P,26,207,DHARMA Initiative,128577,KS Jastrzębie,130545,,,,,258362,65799,26319,1,ClubTransferHistory,2026-06-04 18:29:29,130545,KS Jastrzębie,z
2026-06-01,2088591,"Kucharczyk, Ziemowit",POL,L,17,190,Young Team Reaktywacja,140951,G.T.S. Unia Choceń,128749,,,,,250863,111112,55556,1,ClubTransferHistory,2026-06-04 18:29:14,128749,G.T.S. Unia Choceń,z
2026-06-01,1684447,"Calanni, Filippo",ITA,L,26,185,Turbo Śpiochy,128578,ALIENS VC,130342,,,,,235581,229307,113890,1,ClubTransferHistory,2026-06-04 18:30:27,128578,Turbo Śpiochy,do
2026-06-01,1709562,"Kroll, Arnt",INT,R,27,181,SRS Katarina,137403,Pampulha E.C.,130252,,,,,172609,103727,51863,1,ClubTransferHistory,2026-06-04 18:30:19,137403,SRS Katarina,do
2026-06-01,2060075,"Kanemoto, Issey",JPN,L,19,186,Kotwica Kołobrzeg,128801,G.T.S. Unia Choceń,128749,,,,,127845,119330,58863,1,ClubTransferHistory,2026-06-04 18:29:28,128801,Kotwica Kołobrzeg,do
2026-06-01,2088362,"Kozieł, Łukasz",POL,L,17,191,Kotwica Kołobrzeg,128801,PKS Golebie,161774,,,,,79590,108286,54143,1,ClubTransferHistory,2026-06-04 18:29:28,128801,Kotwica Kołobrzeg,do
2026-06-01,1950880,"Jacobini, Tristão",INT,L,21,177,Los Lobos,128961,Buenos Tigers,162205,,,,,73581,105115,52557,1,ClubTransferHistory,2026-06-04 18:29:36,128961,Los Lobos,do
2026-06-01,1767428,"Ronchetti, Nedo",INT,Ś,26,202,Cvv,138928,Boskovic,148337,,,,,56790,52557,21022,1,ClubTransferHistory,2026-06-04 18:29:01,138928,Cvv,do
2026-06-01,1904112,"Hinson, Randall",USA,Ś,25,214,Hullud Lehmad,138887,Mapei Volley Messina,161560,,,,,49921,71315,28526,1,ClubTransferHistory,2026-06-04 18:29:39,161560,Mapei Volley Messina,z
2026-06-01,1709267,"Dworzyński, Sebastian",POL,R,27,185,Les Hurricanes,129057,Baxavagasa Volley Team,162498,,,,,46453,66362,26544,1,ClubTransferHistory,2026-06-04 18:29:34,129057,Les Hurricanes,do
2026-06-01,1975248,"Musiał, Szymon",POL,Ś,22,207,spiaggiati,137516,Baxavagasa Volley Team,162498,,,,,45234,67275,25848,1,ClubTransferHistory,2026-06-04 18:30:17,137516,spiaggiati,do
2026-06-01,1904798,"Di Palma, Patrizio",ITA,Atakujący,24,191,Los Lobos,128961,Antizyan,129300,,,,,39564,56520,22608,1,ClubTransferHistory,2026-06-04 18:29:36,128961,Los Lobos,do
2026-06-01,2060777,"Pescetto, Piersandro",ITA,Ś,19,218,Volleyno,131333,Buenos Tigers,162205,,,,,31684,45263,15842,1,ClubTransferHistory,2026-06-04 18:30:41,131333,Volleyno,do
2026-06-01,2088572,"Vrachovski, Alexander",BUL,Atakujący,18,190,Sob,130450,Brazuca,138309,,,,,30444,43492,15222,1,ClubTransferHistory,2026-06-04 18:30:16,130450,Sob,do
2026-06-01,1767060,"Rodrigues, Dionísio",BRA,Ś,26,212,Les Hurricanes,129057,BGC Sqquad,161773,,,,,29817,38634,13521,1,ClubTransferHistory,2026-06-04 18:29:34,129057,Les Hurricanes,do
2026-06-01,2003085,"Grenet, Robert",FRA,R,21,208,Les Hurricanes,129057,BGC Sqquad,161773,,,,,28880,39292,13752,1,ClubTransferHistory,2026-06-04 18:29:34,129057,Les Hurricanes,do
2026-06-01,1929076,"Ratajczak, Rafał",POL,Atakujący,23,204,Les Hurricanes,129057,BGC Sqquad,161773,,,,,27700,39646,13849,1,ClubTransferHistory,2026-06-04 18:29:34,129057,Les Hurricanes,do
2026-06-01,2002832,"Kmetsch, Reinert",INT,P,21,197,Allava,138915,BGC Sqquad,161773,,,,,26926,38465,13462,1,ClubTransferHistory,2026-06-04 18:28:15,138915,Allava,do
2026-06-01,2032653,"Renault, Bernard",FRA,L,20,191,Palinurense,128875,BGC Sqquad,161773,,,,,24885,32244,11285,1,ClubTransferHistory,2026-06-04 18:29:53,128875,Palinurense,do
2026-06-01,2088241,"Tressoldi, Franco",ITA,Atakujący,19,204,Los Lobos,128961,Buenos Tigers,162205,,,,,24246,34637,12122,1,ClubTransferHistory,2026-06-04 18:29:36,128961,Los Lobos,do
2026-06-01,2087553,"Baraldi, Alfredo",ITA,Ś,19,207,Palinurense,128875,BGC Sqquad,161773,,,,,24064,34377,12031,1,ClubTransferHistory,2026-06-04 18:29:53,128875,Palinurense,do
2026-06-01,2087567,"Faro, Calogero",ITA,P,19,187,Jethro,128821,Baxavagasa Volley Team,162498,,,,,14812,21160,6348,1,ClubTransferHistory,2026-06-04 18:29:25,128821,Jethro,do
2026-06-01,2087754,"Rodeira, Aparício",POR,Atakujący,19,206,spiaggiati,137516,BGC Sqquad,161773,,,,,14715,21022,6306,1,ClubTransferHistory,2026-06-04 18:30:17,137516,spiaggiati,do
2026-05-31,1975447,"Bartnicki, Zbigniew",POL,L,21,180,Korporacja Gwiazd Bezrobocia,128595,Cayman Flot,130437,,,,,43484747,760456,376755,1,ClubTransferHistory,2026-06-04 18:29:28,128595,Korporacja Gwiazd Bezrobocia,do
2026-05-31,1950141,"Faro, Octávio",POR,R,22,207,Crescendo,129789,🇯🇲 - FPC_VM - 💫,130343,,,,,41867052,349813,314003,1,ClubTransferHistory,2026-06-04 18:29:00,129789,Crescendo,do
2026-05-31,1864582,"Piechocki, Mateusz",POL,Ś,25,208,Crescendo,129789,VC GRAD,129878,,,,,37761022,184375,283208,1,ClubTransferHistory,2026-06-04 18:30:33,129878,VC GRAD,z
2026-05-31,1928398,"Arsov, Nikolay",BUL,L,23,175,Лудогорец Разград,129790,Volleyball Szubin Team,128579,,,,,22391229,458815,227183,1,ClubTransferHistory,2026-06-04 18:30:47,129790,Лудогорец Разград,do
2026-05-31,1865092,"Di Blasio, Davide",ITA,R,25,182,Лудогорец Разград,129790,Chelsea Headhunters,128835,,,,,20899688,318242,158235,1,ClubTransferHistory,2026-06-04 18:30:47,129790,Лудогорец Разград,do
2026-05-31,2003802,"Kluski, Krzysztof",POL,L,19,187,Squadra Corsa VB,137669,ChudyTeam,130535,,,,,9287190,463404,218018,1,ClubTransferHistory,2026-06-04 18:30:19,137669,Squadra Corsa VB,do
2026-05-31,2003451,"Ono, Mikihisa",JPN,Ś,20,198,KKS Gryf Lębork,128809,Raven,140853,,,,,8477351,133403,65469,1,ClubTransferHistory,2026-06-04 18:30:02,140853,Raven,z
2026-05-31,1950754,"Carviçais, Eurico",POR,Atakujący,21,200,SDJ Janów,131251,Eyes of the tiger,137499,,,,,8157610,85933,61182,1,ClubTransferHistory,2026-06-04 18:29:09,137499,Eyes of the tiger,z
2026-05-31,2032641,"Okitsu, Ginzô",JPN,Ś,19,210,SKUP MŁODYCH TALENTÓW ORZYSZ🏐,130934,Raven,140853,,,,,6166097,80223,46246,1,ClubTransferHistory,2026-06-04 18:30:15,130934,SKUP MŁODYCH TALENTÓW ORZYSZ🏐,do
2026-05-31,2003167,"Bieńkowski, Robert",INT,P,21,197,d team,130335,Volleyno,131333,,,,,3971286,74199,29785,1,ClubTransferHistory,2026-06-04 18:30:41,131333,Volleyno,z
2026-05-31,1976748,"Juarez, Facundo",ARG,Atakujący,21,212,d team,130335,Jabuticaba Vôlei,130032,,,,,2624299,73288,28545,1,ClubTransferHistory,2026-06-04 18:29:24,130032,Jabuticaba Vôlei,z
2026-05-31,1976883,"Jarocki, Michał",POL,Ś,21,196,PauPau,140825,Busto72,137576,,,,,2615377,86693,37395,1,ClubTransferHistory,2026-06-04 18:29:54,140825,PauPau,do
2026-05-31,1949168,"Stavrev, Vladimir",INT,L,23,185,d team,130335,Jabuticaba Vôlei,130032,,,,,2160789,271972,133326,1,ClubTransferHistory,2026-06-04 18:29:24,130032,Jabuticaba Vôlei,z
2026-05-31,1976528,"Antartis, Ulrich",GER,L,20,181,1mpact Volley,140948,Kolorowe Rumaki,131164,,,,,1907140,190201,88639,1,ClubTransferHistory,2026-06-04 18:29:28,131164,Kolorowe Rumaki,z
2026-05-31,2087296,"Purece, Vasile",ROM,Atakujący,19,214,BeloryHills,138332,Ghrum,130784,,,,,1547753,65976,26360,1,ClubTransferHistory,2026-06-04 18:29:16,130784,Ghrum,z
2026-05-31,2003788,"Heinz, Kajetan",AUT,Ś,20,190,Porto FC,134164,Busto72,137576,,,,,1518143,116836,57507,1,ClubTransferHistory,2026-06-04 18:29:59,134164,Porto FC,do
2026-05-31,1904260,"Pawlak, Tomasz",POL,Ś,25,203,Brave Vikings,131709,Eyes of the tiger,137499,,,,,680697,103209,51531,1,ClubTransferHistory,2026-06-04 18:29:09,137499,Eyes of the tiger,z
2026-05-31,2003166,"Szlendak, Mateusz",POL,Ś,21,209,d team,130335,Przebój Wolbrom,130621,,,,,561870,67192,26414,1,ClubTransferHistory,2026-06-04 18:30:00,130621,Przebój Wolbrom,z
2026-05-31,2088569,"Konstantinou, Platonas",GRE,Ś,18,199,🦣 KS MAMUTY 🦣,130549,Aptekarz Tylmanowa,128720,,,,,530103,72123,28849,1,ClubTransferHistory,2026-06-04 18:28:18,128720,Aptekarz Tylmanowa,z
2026-05-31,1864461,"Wieczorkiewicz, Jan",POL,Atakujący,25,189,Fedorvolley,131674,BigMac,129058,,,,,525282,58854,23518,1,ClubTransferHistory,2026-06-04 18:29:11,131674,Fedorvolley,do
2026-05-31,2002411,"Egbers, Heiko",NED,Ś,21,198,Olimpia Kowary,137420,Atom Trefl Sopot,128661,,,,,464950,66421,26568,1,ClubTransferHistory,2026-06-04 18:28:20,128661,Atom Trefl Sopot,z
2026-05-31,2088531,"Wróbel, Sławomir",POL,Ś,18,195,Plas Kaźmierz,137421,Przebój Wolbrom,130621,,,,,460700,66518,26325,1,ClubTransferHistory,2026-06-04 18:30:00,130621,Przebój Wolbrom,z
2026-05-31,1744674,"Usseglio, Gigi",INT,L,26,175,mordelles,129096,Eyes of the tiger,137499,,,,,405377,299473,146241,1,ClubTransferHistory,2026-06-04 18:29:45,129096,mordelles,do
2026-05-31,2088577,"Morand, Quentin",FRA,Atakujący,18,214,ndoudou,129060,Toumo,137682,,,,,319489,53325,21330,1,ClubTransferHistory,2026-06-04 18:30:25,137682,Toumo,z
2026-05-31,2088581,"Rubio, Silvestre",ARG,Ś,18,200,AKS Volley Łódź,131002,Aptekarz Tylmanowa,128720,,,,,123982,70085,28034,1,ClubTransferHistory,2026-06-04 18:28:18,128720,Aptekarz Tylmanowa,z
2026-05-31,1927989,"Gallo, Wagner",BRA,Atakujący,24,206,On Point,129613,Real La Spezia,161794,,,,,101259,58941,23576,1,ClubTransferHistory,2026-06-04 18:29:50,129613,On Point,do
2026-05-31,1976936,"Kaspar, Alfonz",SLO,P,21,197,Hot Volley Nysa,128630,1mpact Volley,140948,,,,,63216,61735,24447,1,ClubTransferHistory,2026-06-04 18:29:21,128630,Hot Volley Nysa,do
2026-05-31,1686067,"Ostrowski, Jan",POL,Ś,27,218,1mpact Volley,140948,Ostia volley,137567,,,,,56748,77465,34743,1,ClubTransferHistory,2026-06-04 18:29:52,137567,Ostia volley,z
2026-05-31,2088131,"Crombez, Steven",BEL,P,19,194,ZAKSA Bochotnica,128722,Ostia volley,137567,,,,,49252,58363,23153,1,ClubTransferHistory,2026-06-04 18:30:45,128722,ZAKSA Bochotnica,do
2026-05-31,1724633,"Blicharz, Sebastian",POL,Atakujący,26,189,PauPau,140825,1mpact Volley,140948,,,,,47863,69075,27350,1,ClubTransferHistory,2026-06-04 18:29:54,140825,PauPau,do
2026-05-31,2088132,"Defoe, Simon",ENG,Atakujący,19,194,ZAKSA Bochotnica,128722,Ostia volley,137567,,,,,42741,54462,21097,1,ClubTransferHistory,2026-06-04 18:30:45,128722,ZAKSA Bochotnica,do
2026-05-31,2003395,"Niemyjski, Jerzy",POL,Ś,20,212,Hot Volley Nysa,128630,Ukiyo Volley,129847,,,,,41842,59774,23909,1,ClubTransferHistory,2026-06-04 18:30:28,129847,Ukiyo Volley,z
2026-05-31,2003396,"Burnat, Kajetan",POL,Ś,20,215,Hot Volley Nysa,128630,Ukiyo Volley,129847,,,,,38132,54474,21789,1,ClubTransferHistory,2026-06-04 18:30:28,129847,Ukiyo Volley,z
2026-05-31,1927080,"Rolfini, Angelo",ITA,P,24,185,Gang Lysego,131014,Real La Spezia,161794,,,,,26738,38225,13368,1,ClubTransferHistory,2026-06-04 18:29:15,131014,Gang Lysego,do
2026-05-31,2087685,"Barilski, Teodor",BUL,P,19,196,Lupo Volley,129931,"23,5 Team",161765,,,,,22269,31813,11134,1,ClubTransferHistory,2026-06-04 18:29:37,129931,Lupo Volley,do
2026-05-30,1865277,"Skibiński, Krzysztof",POL,Atakujący,25,215,Gato,130094,Jabuticaba Vôlei,130032,,,,,17590384,123414,131928,1,ClubTransferHistory,2026-06-04 18:29:24,130032,Jabuticaba Vôlei,z
2026-05-30,1927433,"Suslik, Freddi",EST,Ś,24,206,👽Strażnicy Cienia👽,128711,Eyes of the tiger,137499,,,,,15695536,147280,117717,1,ClubTransferHistory,2026-06-04 18:29:09,137499,Eyes of the tiger,z
2026-05-30,2004143,"Combier, Robert",INT,Ś,20,220,Pinheiros/Sky,130019,👽Strażnicy Cienia👽,128711,,,,,15063360,94777,112975,1,ClubTransferHistory,2026-06-04 18:29:57,130019,Pinheiros/Sky,do
2026-05-30,1686260,"Ryszkiewicz, Marek",POL,R,27,208,Przebój Wolbrom,130621,Kamar Team,131146,,,,,14483024,267160,133284,1,ClubTransferHistory,2026-06-04 18:30:00,130621,Przebój Wolbrom,do
2026-05-30,1685877,"Włodarkiewicz, Janusz",POL,Ś,27,207,trakyateam,130390,Vikings,128756,,,,,13601024,141205,102008,1,ClubTransferHistory,2026-06-04 18:30:36,128756,Vikings,z
2026-05-30,1928318,"Majchrzycki, Łukasz",POL,Ś,23,209,SUZANO E.C,130024,ZAKSA ŚWINOUJŚCIE,130896,,,,,12933948,151985,97005,1,ClubTransferHistory,2026-06-04 18:30:45,130896,ZAKSA ŚWINOUJŚCIE,z
