"Liga","Mecz","MatchId","Data","Arena","Drużyna","TeamId","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Chisari, Gaetano","1767469","1","1","9","0","1","55.5","1","0","0","0","0","18","8","0","10","3","17","0","0","0","0","0","0","14","35","16","26","98","10","24","37","27","4.2","{""sets"":[{""h"":7,""a"":25},{""h"":11,""a"":25},{""h"":11,""a"":25}],""parsedSets"":[{""rallies"":[{""type"":""end"",""score"":""7 : 25"",""txt"":""Koniec seta 0 : 1""},{""type"":""end"",""score"":""7 : 25"",""txt"":""Koniec seta 0 : 1""},{""type"":""rally"",""score"":""7 : 25"",""speed"":""46.3 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""7 : 24"",""speed"":""47.8 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""rally"",""score"":""7 : 23"",""speed"":""49.5 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""7 : 22"",""speed"":""43.9 km/h"",""res"":""Punkt: A. Macanović""},{""type"":""rally"",""score"":""7 : 21"",""speed"":""41.6 km/h"",""res"":""Punkt: M. Antczak""},{""type"":""rally"",""score"":""6 : 21"",""speed"":""53.3 km/h"",""res"":""Punkt: C. Sinagra""},{""type"":""rally"",""score"":""6 : 20"",""speed"":""41.2 km/h"",""res"":""Punkt: C. Sinagra""},{""type"":""rally"",""score"":""6 : 19"",""speed"":""46.8 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""6 : 18"",""speed"":""50.0 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""6 : 17"",""speed"":""63.9 km/h"",""res"":""Punkt: K. Mladenov""},{""type"":""rally"",""score"":""5 : 17"",""speed"":""47.0 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""tmo"",""score"":""5 : 16"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""5 : 16"",""speed"":""60.4 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""rally"",""score"":""5 : 15"",""speed"":""58.1 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""5 : 14"",""speed"":""48.0 km/h"",""res"":""Błąd: K. Mladenov""},{""type"":""rally"",""score"":""5 : 13"",""speed"":""49.4 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""5 : 12"",""speed"":""45.7 km/h"",""res"":""Błąd: K. Mladenov""},{""type"":""rally"",""score"":""5 : 11"",""speed"":""43.1 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""5 : 10"",""speed"":""42.4 km/h"",""res"":""Punkt: C. Sinagra""},{""type"":""rally"",""score"":""5 : 9"",""speed"":""59.2 km/h"",""res"":""Punkt: C. Mello""},{""type"":""rally"",""score"":""4 : 9"",""speed"":""50.4 km/h"",""res"":""Punkt: M. Antczak""},{""type"":""rally"",""score"":""3 : 9"",""speed"":""46.0 km/h"",""res"":""Punkt: C. Sinagra""},{""type"":""tmo"",""score"":""3 : 8"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""3 : 8"",""speed"":""46.4 km/h"",""res"":""Błąd: W. Cesarz""},{""type"":""rally"",""score"":""3 : 7"",""speed"":""43.3 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""3 : 6"",""speed"":""49.4 km/h"",""res"":""Punkt: C. Mello""},{""type"":""rally"",""score"":""2 : 6"",""speed"":""45.2 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""2 : 5"",""speed"":""51.6 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""rally"",""score"":""2 : 4"",""speed"":""54.7 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""2 : 3"",""speed"":""52.1 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""2 : 2"",""speed"":""53.6 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""49.8 km/h"",""res"":""Punkt: P. Szymkowiak""},{""type"":""rally"",""score"":""2 : 0"",""speed"":""51.8 km/h"",""res"":""Punkt: C. Mello""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: C. Mello ⇄ D. Šljivić""},{""type"":""tmo"",""score"":""1 : 0"",""txt"":""Czas dla: Arbuzy i Kebaby""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""55.5 km/h"",""res"":""Punkt: D. Šljivić""}]},{""rallies"":[{""type"":""end"",""score"":""11 : 25"",""txt"":""Koniec seta 0 : 2""},{""type"":""end"",""score"":""11 : 25"",""txt"":""Koniec seta 0 : 2""},{""type"":""rally"",""score"":""11 : 25"",""speed"":""41.7 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""11 : 24"",""speed"":""41.4 km/h"",""res"":""Błąd: M. Antczak""},{""type"":""rally"",""score"":""11 : 23"",""speed"":""52.4 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""11 : 22"",""speed"":""55.5 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""rally"",""score"":""11 : 21"",""speed"":""50.3 km/h"",""res"":""Punkt: M. Antczak""},{""type"":""rally"",""score"":""10 : 21"",""speed"":""-"",""res"":""Błąd: M. Urbaniak""},{""type"":""rally"",""score"":""9 : 21"",""speed"":""41.9 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""rally"",""score"":""9 : 20"",""speed"":""53.9 km/h"",""res"":""Punkt: M. Antczak""},{""type"":""rally"",""score"":""8 : 20"",""speed"":""44.1 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""8 : 19"",""speed"":""49.3 km/h"",""res"":""Punkt: G. Chisari""},{""type"":""rally"",""score"":""7 : 19"",""speed"":""45.2 km/h"",""res"":""Punkt: K. Mladenov""},{""type"":""rally"",""score"":""6 : 19"",""speed"":""57.9 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""rally"",""score"":""6 : 18"",""speed"":""41.2 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""rally"",""score"":""6 : 17"",""speed"":""52.4 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""tmo"",""score"":""6 : 16"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""6 : 16"",""speed"":""58.0 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""6 : 15"",""speed"":""53.7 km/h"",""res"":""Błąd: C. Mello""},{""type"":""rally"",""score"":""6 : 14"",""speed"":""45.3 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""6 : 13"",""speed"":""65.3 km/h"",""res"":""Punkt: W. Omasta""},{""type"":""rally"",""score"":""6 : 12"",""speed"":""52.3 km/h"",""res"":""Punkt: D. Rączkowski""},{""type"":""rally"",""score"":""5 : 12"",""speed"":""42.0 km/h"",""res"":""Punkt: W. Omasta""},{""type"":""rally"",""score"":""5 : 11"",""speed"":""47.3 km/h"",""res"":""Punkt: K. Mladenov""},{""type"":""rally"",""score"":""4 : 11"",""speed"":""61.5 km/h"",""res"":""Punkt: D. Rączkowski""},{""type"":""rally"",""score"":""3 : 11"",""speed"":""45.8 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""3 : 10"",""speed"":""49.9 km/h"",""res"":""Punkt: W. Omasta""},{""type"":""rally"",""score"":""3 : 9"",""speed"":""48.2 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""tmo"",""score"":""3 : 8"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""3 : 8"",""speed"":""45.5 km/h"",""res"":""Punkt: W. Omasta""},{""type"":""rally"",""score"":""3 : 7"",""speed"":""59.5 km/h"",""res"":""Punkt: W. Omasta""},{""type"":""rally"",""score"":""3 : 6"",""speed"":""63.0 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""3 : 5"",""speed"":""51.6 km/h"",""res"":""Punkt: W. Omasta""},{""type"":""rally"",""score"":""3 : 4"",""speed"":""50.0 km/h"",""res"":""Punkt: D. Rączkowski""},{""type"":""rally"",""score"":""2 : 4"",""speed"":""53.6 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""rally"",""score"":""2 : 3"",""speed"":""55.4 km/h"",""res"":""Punkt: W. Cesarz""},{""type"":""rally"",""score"":""1 : 3"",""speed"":""45.7 km/h"",""res"":""Punkt: M. Pycki""},{""type"":""rally"",""score"":""1 : 2"",""speed"":""42.0 km/h"",""res"":""Błąd: C. Mello""},{""type"":""rally"",""score"":""1 : 1"",""speed"":""43.9 km/h"",""res"":""Punkt: M. Antczak""},{""type"":""chg"",""score"":""0 : 1"",""txt"":""Zmiana: M. Pycki ⇄ P. Szymkowiak""},{""type"":""chg"",""score"":""0 : 1"",""txt"":""Zmiana: W. Omasta ⇄ C. Sinagra""},{""type"":""chg"",""score"":""0 : 1"",""txt"":""Zmiana: C. Mello ⇄ D. Šljivić""},{""type"":""rally"",""score"":""0 : 1"",""speed"":""41.9 km/h"",""res"":""Punkt: P. Szymkowiak""}]},{""rallies"":[{""type"":""end"",""score"":""11 : 25"",""txt"":""Koniec seta 0 : 3""},{""type"":""end"",""score"":""11 : 25"",""txt"":""Koniec seta 0 : 3""},{""type"":""rally"",""score"":""11 : 25"",""speed"":""62.6 km/h"",""res"":""Punkt: K. Nowakowski""},{""type"":""rally"",""score"":""11 : 24"",""speed"":""56.0 km/h"",""res"":""Punkt: K. Nowakowski""},{""type"":""rally"",""score"":""11 : 23"",""speed"":""59.3 km/h"",""res"":""Punkt: K. Nowakowski""},{""type"":""rally"",""score"":""11 : 22"",""speed"":""49.2 km/h"",""res"":""Punkt: M. Antczak""},{""type"":""rally"",""score"":""10 : 22"",""speed"":""54.6 km/h"",""res"":""Punkt: K. Nowakowski""},{""type"":""rally"",""score"":""10 : 21"",""speed"":""-"",""res"":""Błąd: W. Cesarz""},{""type"":""rally"",""score"":""10 : 20"",""speed"":""53.5 km/h"",""res"":""Punkt: C. Mello""},{""type"":""rally"",""score"":""9 : 20"",""speed"":""51.7 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""rally"",""score"":""9 : 19"",""speed"":""44.0 km/h"",""res"":""Punkt: W. Cesarz""},{""type"":""rally"",""score"":""8 : 19"",""speed"":""-"",""res"":""Błąd: A. Macanović""},{""type"":""rally"",""score"":""7 : 19"",""speed"":""50.2 km/h"",""res"":""Punkt: R. Hoffman""},{""type"":""rally"",""score"":""7 : 18"",""speed"":""43.2 km/h"",""res"":""Punkt: R. Hoffman""},{""type"":""rally"",""score"":""7 : 17"",""speed"":""44.5 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""tmo"",""score"":""7 : 16"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""7 : 16"",""speed"":""45.5 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""rally"",""score"":""7 : 15"",""speed"":""40.8 km/h"",""res"":""Punkt: R. Hoffman""},{""type"":""rally"",""score"":""7 : 14"",""speed"":""53.7 km/h"",""res"":""Punkt: R. Hoffman""},{""type"":""rally"",""score"":""7 : 13"",""speed"":""46.1 km/h"",""res"":""Punkt: R. Hoffman""},{""type"":""rally"",""score"":""7 : 12"",""speed"":""48.8 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""7 : 11"",""speed"":""47.6 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""rally"",""score"":""7 : 10"",""speed"":""49.5 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""7 : 9"",""speed"":""51.1 km/h"",""res"":""Punkt: R. Hoffman""},{""type"":""tmo"",""score"":""7 : 8"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""7 : 8"",""speed"":""-"",""res"":""Błąd: D. Rączkowski""},{""type"":""rally"",""score"":""7 : 7"",""speed"":""41.8 km/h"",""res"":""Punkt: K. Mladenov""},{""type"":""rally"",""score"":""6 : 7"",""speed"":""53.1 km/h"",""res"":""Błąd: D. Rączkowski""},{""type"":""rally"",""score"":""6 : 6"",""speed"":""-"",""res"":""Błąd: K. Mladenov""},{""type"":""rally"",""score"":""6 : 5"",""speed"":""42.5 km/h"",""res"":""Błąd: K. Nowakowski""},{""type"":""rally"",""score"":""5 : 5"",""speed"":""42.9 km/h"",""res"":""Punkt: K. Mladenov""},{""type"":""rally"",""score"":""4 : 5"",""speed"":""50.8 km/h"",""res"":""Punkt: K. Nowakowski""},{""type"":""rally"",""score"":""4 : 4"",""speed"":""43.6 km/h"",""res"":""Punkt: K. Nowakowski""},{""type"":""rally"",""score"":""4 : 3"",""speed"":""-"",""res"":""Błąd: J. Goffart""},{""type"":""rally"",""score"":""3 : 3"",""speed"":""42.2 km/h"",""res"":""Punkt: R. Żukowski""},{""type"":""rally"",""score"":""3 : 2"",""speed"":""47.8 km/h"",""res"":""Punkt: C. Mello""},{""type"":""rally"",""score"":""2 : 2"",""speed"":""48.2 km/h"",""res"":""Punkt: M. Urbaniak""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""45.8 km/h"",""res"":""Punkt: W. Cesarz""},{""type"":""rally"",""score"":""1 : 1"",""speed"":""48.1 km/h"",""res"":""Punkt: J. Goffart""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: R. Hoffman ⇄ P. Szymkowiak""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: K. Nowakowski ⇄ C. Sinagra""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: C. Mello ⇄ D. Šljivić""},{""type"":""tmo"",""score"":""1 : 0"",""txt"":""Czas dla: Arbuzy i Kebaby""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""52.1 km/h"",""res"":""Punkt: M. Antczak""}]}]}","1","3","2","7","0","0","14","35","0","0","5","0","0","9","55.5","49.6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","26","10","7","39","98","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","1","3","26","31","28","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Cesarz, Wojciech","1950444","7","0","5","1","0","48.2","17","4","6","35","12","13","8","1","5","3","31","32","2","94","3","9","1","20","39","0","0","0","0","0","0","0","21.6","","1","1","2","4","0","0","20","39","1","0","13","0","0","7","48.2","43.8","0","1","0","0","3","4","1","0","2","2","0","5","0","0","0","1","1","2","0","0","0","0","0","0","1","0","1","1","3","6","0","0","0","0","0","0","4","2","15","9","30","1","1","0","0","0","0","3","0","2","0","1","0","3","24","17","12","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Šljivić, Dario","1865650","2","2","0","0","0","0","3","0","2","67","67","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","4","","0","0","0","0","0","0","2","4","0","0","1","0","0","1","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Antczak, Marcin","1864104","9","-6","3","0","0","51.6","32","15","6","19","-28","17","8","2","9","3","29","0","0","0","0","0","3","14","36","0","0","0","0","0","0","0","-4.3","","2","4","1","5","0","0","14","36","3","2","10","0","0","4","51.6","48.4","0","1","2","1","6","10","2","0","8","1","1","12","2","0","2","0","2","6","0","0","0","0","0","0","0","0","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","3","1","1","0","1","0","3","10","15","18","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Mladenov, Kiril","2032090","7","1","5","1","1","43.9","26","5","6","23","4","15","5","2","10","2","27","19","0","100","4","21","0","13","32","0","0","0","0","0","0","0","18.9","","1","2","1","8","0","0","13","32","0","0","7","0","0","6","47.3","43.9","2","0","2","0","6","10","0","0","1","0","1","2","1","2","0","0","2","5","0","0","0","0","0","0","1","0","0","2","6","9","0","0","0","0","0","0","2","11","3","3","19","2","0","0","0","0","2","2","0","1","1","0","0","3","12","13","20","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Rączkowski, Daniel","2032906","3","-5","2","1","0","65.3","15","7","3","20","-27","4","0","0","4","0","0","0","0","0","0","0","0","22","30","0","0","0","0","0","0","0","-10.9","","0","0","0","4","0","0","22","30","0","0","8","0","0","14","65.3","65.3","0","1","1","0","2","4","1","0","2","0","0","3","0","0","0","0","0","0","2","0","3","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","8","4","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Sharaliyski, Traycho","1865382","0","0","0","0","0","0","0","0","0","0","0","28","17","8","11","10","64","19","0","100","5","26","0","0","0","1","1","2","0","0","0","2","20","","5","5","4","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","2","3","9","5","19","8","2","3","1","0","2","10","0","6","0","4","0","3","10","14","15","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Olimpia Kowary","137420","Mello, Caio","1976203","7","4","7","0","1","59.3","8","3","4","50","13","2","1","0","1","0","0","0","0","0","0","0","2","20","37","0","0","1","0","0","1","0","12.5","","0","0","0","1","0","0","20","37","1","1","12","1","0","8","59.3","51.8","2","2","0","0","1","5","0","0","1","1","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","6","7","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Arbuzy i Kebaby","130611","Macanović, Almin","1864415","1","0","15","1","0","53.9","1","0","0","0","0","13","7","3","6","4","54","0","0","0","0","0","1","29","47","34","6","64","9","25","14","16","6","","2","3","0","1","2","2","29","47","1","1","27","0","0","2","53.9","47.2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","6","3","1","20","64","0","0","0","0","0","3","3","0","0","0","0","4","2","0","0","1","1","3","18","20","28","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
"3.5","Olimpia Kowary vs Arbuzy i Kebaby 0:3","1126743","2026-07-02 17:00","Immobile Kowary","Arbuzy i Kebaby","130611","Urbaniak, Marcin","1976574","10","9","11","1","1","55.4","8","0","2","25","25","9","2","1","7","5","67","13","0","100","8","62","7","38","57","0","0","0","0","0","0","0","38.2","","3","3","1","3","1","1","38","57","6","3","36","1","0","2","55.4","50.7","0","0","0","0","4","4","0","0","0","1","0","1","0","0","0","0","2","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","9","0","2","13","1","1","0","0","0","0","5","2","1","0","2","0","3","14","16","10","0","0","bulk-1.27-teamid-from-league-list","0","0","0"
