"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","Gringos tharros","Galeandro, Giuseppe","1620153","15","9","11","0","0","52","22","6","12","55","27","11","6","0","5","3","27","0","0","0","1","0","3","25","58","0","0","0","0","0","0","0","31.4","","3","3","0","1","0","1","25","58","1","0","11","2","1","14","52","45.9","2","0","0","0","4","6","3","0","2","1","0","6","3","1","2","0","0","6","0","0","0","0","0","0","3","1","0","0","0","4","0","0","0","0","0","0","3","16","13","11","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","Gringos tharros","Grisoli, Ilario","1620156","20","12","8","0","0","48.2","24","7","13","54","25","15","6","3","9","5","53","13","1","92","7","54","7","29","56","0","0","0","0","0","0","0","51.5","","4","4","0","1","1","4","29","56","3","0","14","4","0","15","48.2","46.2","2","0","1","0","2","5","0","1","1","1","0","3","6","1","1","0","2","10","0","0","0","0","0","0","4","0","2","0","0","6","0","0","0","0","0","0","3","18","18","17","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","Gringos tharros","Masdema, Guido","1620159","9","9","8","0","2","51","9","0","4","44","44","4","0","0","4","2","50","0","0","0","1","0","3","33","50","0","0","0","0","0","0","0","24.6","","1","1","0","1","1","2","33","50","2","1","19","1","5","14","51","46.3","1","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","3","11","6","7","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","Gringos tharros","Del Piero, Gaudenzio","1620161","0","-3","0","0","0","0","0","0","0","0","0","17","5","1","12","7","47","18","3","83","7","39","0","0","0","3","3","9","1","4","3","1","6.4","","4","6","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","3","9","3","11","14","13","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Bisiacchi, Mino","1622119","6","5","9","1","1","49.1","0","0","0","0","0","12","8","0","4","2","17","0","0","0","0","0","5","13","47","27","20","95","16","24","35","20","17.8","","1","2","0","1","1","1","13","47","2","0","6","3","0","7","49.7","45.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","20","14","5","29","95","3","28","31","25","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Epifani, Enzo","1622123","15","3","10","4","1","49.9","29","7","13","45","21","14","7","1","7","4","36","26","1","96","9","35","1","12","47","0","0","0","0","0","0","0","35.7","","2","4","1","2","1","1","12","47","0","0","5","1","1","7","49.9","46.7","0","0","1","0","9","10","3","0","2","4","0","9","2","0","1","0","0","3","0","0","0","0","0","0","2","1","2","2","0","7","0","0","0","0","0","0","3","18","24","20","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Papero, Gianni","1622126","10","5","10","1","0","50.9","11","4","5","45","9","4","2","0","2","1","25","0","0","0","0","0","5","25","43","0","0","0","0","0","0","0","20.2","","0","1","0","0","1","1","25","43","1","0","6","4","2","19","50.9","45","0","1","0","0","1","2","1","1","2","1","0","5","0","0","0","0","0","0","3","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","3","4","10","12","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Memoli, Damiano","1622121","9","0","11","3","1","47.7","19","6","8","42","11","17","8","2","9","7","53","0","0","0","0","0","0","9","43","0","0","0","0","0","0","0","13.6","","4","5","1","2","2","2","9","43","0","0","1","0","0","8","47.7","43.6","1","0","1","1","3","6","1","0","1","2","0","4","3","0","3","0","0","6","0","0","0","0","0","0","0","0","1","0","2","3","0","0","0","0","0","0","3","16","12","9","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Pontone, Gianluigi","1622124","14","2","14","1","1","48.4","28","9","11","39","7","16","5","0","11","5","31","24","2","92","8","33","2","19","43","0","0","0","0","0","0","0","27.9","","2","2","2","4","1","5","19","43","0","0","5","2","0","14","48.4","44.5","0","0","2","0","4","6","1","1","4","3","0","9","1","0","0","0","3","4","0","0","0","0","0","0","6","1","1","0","1","9","0","0","0","0","0","0","3","22","20","22","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Matrice, Placido","1622127","8","7","8","1","1","50.2","10","0","4","40","40","3","2","0","1","1","33","0","0","0","0","0","3","25","47","0","0","0","0","0","0","0","19.4","","0","0","0","0","1","1","25","47","2","0","14","1","2","11","50.2","46.5","1","0","0","0","2","3","0","0","0","1","0","1","0","0","0","0","0","0","2","0","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","3","6","7","8","0","0","0","0","0"
"Italy","18734","1067513","italy_18734","Gringos tharros vs UVM Team 3:0","2026-05-10 17:00","Tharros stadium","UVM Team","Selleri, Ivano","1622129","0","-2","0","0","0","0","0","0","0","0","0","25","10","4","15","10","56","15","2","87","6","40","0","0","0","0","1","2","1","0","0","1","10.8","","6","8","0","2","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","3","11","16","11","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Bisiacchi, Mino","1622119","3","3","9","0","2","48.7","0","0","0","0","0","16","6","3","10","5","50","0","0","0","0","0","1","12","39","23","23","85","12","24","29","20","13.4","","4","5","1","4","0","1","12","39","0","0","7","1","1","5","51.4","46.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","23","9","10","20","85","3","28","29","31","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Epifani, Enzo","1622123","5","-5","14","1","0","50.4","16","7","5","31","-12","14","8","1","6","1","14","24","2","92","8","33","0","9","33","0","0","0","0","0","0","0","5.3","","1","2","0","2","0","2","9","33","0","1","7","0","1","2","50.4","47.5","0","1","1","1","2","5","0","1","3","0","0","4","4","0","1","0","1","6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","3","14","16","17","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Papero, Gianni","1622126","9","5","7","0","0","47.1","13","4","6","46","15","3","1","0","2","0","0","0","0","0","0","0","3","17","34","0","0","1","0","1","0","0","18","","0","0","0","2","0","0","17","34","3","0","10","0","0","7","47.1","45","0","1","0","0","1","2","1","0","1","2","0","4","0","0","0","0","0","0","3","0","2","0","2","7","0","0","0","0","0","0","0","0","0","1","0","1","3","3","12","7","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Memoli, Damiano","1622121","11","-3","6","0","0","47.5","25","14","9","36","-20","14","10","4","4","1","36","0","0","0","1","0","2","14","43","0","0","0","0","0","0","0","3.4","","1","1","0","2","0","1","14","43","0","0","9","2","0","5","47.5","45.1","2","0","1","0","1","4","0","0","6","1","0","7","4","2","3","0","0","9","0","0","0","0","0","0","2","1","1","0","1","5","0","0","0","0","0","0","3","11","13","15","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Pontone, Gianluigi","1622124","10","-3","9","1","0","47.5","28","10","10","36","0","15","7","2","8","5","47","16","2","88","4","25","0","17","49","0","0","0","0","0","0","0","10.8","","1","3","1","2","3","3","17","49","0","1","9","0","0","8","47.5","45.7","1","1","2","1","4","9","0","1","2","3","0","6","3","2","1","0","2","8","0","0","0","0","0","0","2","0","1","0","2","5","0","0","0","0","0","0","3","19","15","21","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Matrice, Placido","1622127","10","5","6","2","0","48.1","11","3","4","36","9","5","1","0","4","2","40","0","0","0","0","0","6","24","48","0","0","0","0","0","0","0","22.1","","1","1","0","1","1","2","24","48","4","1","13","2","4","11","48.1","46.1","0","0","0","0","1","1","0","0","2","2","0","4","0","0","0","0","0","0","2","1","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","3","7","11","7","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","UVM Team","Selleri, Ivano","1622129","0","-1","0","0","0","0","0","0","0","0","0","20","11","4","9","4","40","26","1","96","11","42","0","0","0","1","4","7","0","2","2","3","17.2","","1","3","2","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","0","1","7","3","11","19","14","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Notaro, Remo","1620763","3","2","11","1","1","49.4","1","0","0","0","0","11","6","1","5","2","27","0","0","0","0","0","2","23","47","35","12","79","32","16","19","12","9.6","","0","0","0","2","2","3","23","47","1","1","12","1","1","11","49.4","44.2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","12","9","3","20","79","3","24","32","24","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Castaldo, Gandolfo","1620767","11","1","12","1","1","51","21","7","7","33","0","13","5","3","8","5","62","19","2","89","8","42","3","29","50","0","0","0","0","0","0","0","24.9","","2","2","0","1","3","5","29","50","2","0","17","1","0","12","51","45.4","0","0","1","1","2","4","1","0","3","1","0","5","1","1","2","0","3","7","0","0","0","0","0","0","3","0","0","0","2","5","0","0","0","0","0","0","3","15","21","18","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Cornaggia, Leonardo","1620770","13","12","13","1","0","52.5","8","0","4","50","50","5","2","0","3","2","40","0","0","0","0","0","9","31","47","0","0","0","0","0","0","0","34.8","","0","0","1","2","1","1","31","47","5","1","21","4","2","10","52.5","46.4","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","3","8","11","11","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Epifani, Alfio","1620765","12","7","11","3","1","50.4","15","2","11","73","60","15","8","3","7","5","53","0","0","0","1","0","0","20","46","0","0","0","0","0","0","0","36.2","","1","1","0","1","4","5","20","46","0","1","14","0","2","6","50.3","46.8","3","0","1","0","2","6","1","0","1","1","0","3","2","0","0","0","0","2","0","0","0","0","0","0","3","0","0","1","0","4","0","0","0","0","0","0","3","15","17","11","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Blisio, Claudio","1620768","17","10","13","1","1","49.5","26","6","14","54","31","18","9","4","9","6","56","17","0","100","7","41","2","21","43","0","0","0","0","0","0","0","48.4","","2","2","2","3","2","4","21","43","0","0","12","2","0","9","49.5","46.4","2","0","0","0","0","2","1","0","2","2","0","5","6","0","0","0","1","7","0","0","0","0","0","0","3","2","2","0","5","12","0","0","0","0","0","0","3","18","20","19","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Cosentino, Gelindo","1620771","21","21","13","0","1","52.8","12","0","9","75","75","4","0","0","4","3","75","0","0","0","0","0","11","34","46","0","0","0","0","0","0","0","70.2","","1","2","0","0","2","2","34","46","5","1","16","6","1","18","52.8","46.3","1","0","0","0","1","2","0","0","0","3","0","3","0","0","0","0","0","0","5","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","3","15","7","12","0","0","0","0","0"
"Italy","18734","1067514","italy_18734","UVM Team vs Vallevolley 0:3","2026-05-12 17:00","UVM ARENA","Vallevolley","Pincella, Diego","1620773","0","0","0","0","0","0","0","0","0","0","0","9","3","1","6","3","44","11","0","100","6","55","0","0","0","1","0","3","1","1","1","0","8.8","","3","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","3","6","10","6","0","0","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Rusciano, Eustachio","1621039","5","3","16","2","1","50.6","2","0","1","50","50","11","4","4","7","4","73","0","0","0","0","0","3","21","58","56","21","119","40","43","24","12","16.8","","2","2","1","4","1","1","21","58","0","0","9","3","0","12","50.6","45.2","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","21","7","18","18","119","5","30","24","30","23","12","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Frezza, Christian","1621043","25","9","19","2","3","49","37","12","19","51","19","19","12","3","7","2","26","25","2","92","14","56","3","21","61","0","0","0","0","0","0","0","53.8","","1","1","0","1","1","5","21","61","2","0","14","1","2","7","49.9","44.7","0","0","2","0","5","7","4","1","2","3","0","10","6","3","1","0","1","11","0","0","0","0","0","0","5","3","0","1","0","9","0","0","0","0","0","0","5","19","18","22","16","9","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Papagni, Norberto","1621046","12","4","21","2","2","51.5","12","6","4","33","-17","7","3","0","4","1","14","0","0","0","1","0","6","37","58","0","1","2","0","1","1","0","18.8","","0","1","0","0","1","3","37","58","3","1","17","3","5","20","51.5","45.8","1","0","0","0","1","2","0","1","1","0","0","2","0","0","0","0","0","0","3","4","0","0","1","8","0","0","0","0","0","0","0","1","0","0","1","2","5","9","9","8","11","7","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Beccari, Martino","1621041","19","9","15","2","1","51.8","31","8","15","48","23","19","9","3","10","9","63","0","0","0","1","0","3","28","61","0","0","0","0","0","0","0","39.4","","1","1","1","1","7","8","28","61","2","0","11","1","0","17","51.8","46.1","0","1","3","0","4","8","2","0","2","1","0","5","7","1","0","0","0","8","0","0","0","0","0","0","5","0","1","0","4","10","0","0","0","0","0","0","5","11","18","11","12","7","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Flamigni, Tarcisio","1621044","18","6","17","3","1","49.1","30","9","16","53","23","15","8","2","7","5","47","29","0","100","13","45","1","28","58","0","0","0","0","0","0","0","46.5","","3","3","0","1","2","3","28","58","0","0","13","1","1","15","49.1","43.2","3","0","1","0","2","6","3","0","2","2","0","7","7","2","2","0","2","13","0","0","0","0","0","0","1","0","2","0","1","4","0","0","0","0","0","0","5","15","18","23","17","6","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Noferi, Christian","1621047","25","19","16","1","2","49.9","17","5","12","71","41","4","1","0","3","1","25","0","0","0","0","0","11","37","61","0","0","0","0","0","0","0","63.1","","0","0","1","2","0","1","37","61","6","1","20","5","3","17","51.8","44.8","2","1","0","0","0","3","0","0","2","1","0","3","0","0","0","0","0","0","8","1","1","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","5","10","11","11","9","4","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Monster Block","Barzotto, Mimmo","1621049","0","0","0","0","0","0","0","0","0","0","0","36","17","7","19","12","53","24","0","100","13","54","0","0","0","2","0","6","2","1","2","1","25.2","","8","10","2","5","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","2","6","5","15","11","13","9","6","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Manunta, Fausto","1620151","2","1","14","1","1","51.1","0","0","0","0","0","17","11","3","6","3","35","0","0","0","0","0","1","25","63","37","25","113","24","41","26","22","8.6","","1","2","1","3","1","1","25","63","0","0","17","1","0","8","51.1","46.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","25","12","7","32","113","5","27","31","21","28","11","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Trenta, Dimitris","1620155","14","-2","16","1","0","43.3","31","8","14","45","19","17","7","0","10","2","12","29","7","76","3","10","0","2","56","0","0","0","0","0","0","0","15.6","","0","2","0","4","2","4","2","56","0","0","1","0","0","1","43.3","41.4","1","0","2","1","2","6","1","0","5","6","1","13","3","0","0","1","4","8","0","0","0","0","0","0","1","1","0","0","2","4","0","0","0","0","0","0","5","17","21","15","16","10","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Capone, Edilio","1620158","8","-1","17","4","0","50.9","16","5","5","31","0","5","1","0","4","2","40","0","0","0","0","0","3","30","58","0","0","0","0","0","0","0","8.3","","1","1","0","1","1","2","30","58","1","1","18","2","1","12","50.9","46.2","1","1","0","0","3","5","1","0","3","1","0","5","0","0","0","0","0","0","2","0","1","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","5","11","6","9","7","4","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Galeandro, Giuseppe","1620153","15","7","19","1","1","51.6","33","7","13","39","18","19","11","2","8","5","37","0","0","0","0","0","1","14","64","0","0","0","0","0","0","0","27.7","","4","5","0","2","1","1","14","64","1","0","9","0","1","5","51.6","45.6","0","0","1","0","8","9","1","0","5","2","0","8","6","0","0","0","4","10","0","0","0","0","0","0","4","1","0","0","1","6","0","0","0","0","0","0","5","15","16","18","7","4","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Grisoli, Ilario","1620156","18","6","16","2","0","47.6","25","9","11","44","8","18","10","2","8","6","44","34","1","97","13","38","7","31","71","0","0","0","0","0","0","0","49.5","","2","3","1","2","3","3","31","71","1","0","17","6","1","14","47.6","45.2","1","1","1","0","2","5","2","0","2","1","0","5","4","0","3","0","3","10","0","0","0","0","0","0","3","0","2","0","0","5","0","0","0","0","0","0","5","17","16","15","20","9","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Masdema, Guido","1620159","18","10","8","3","0","49.7","14","5","8","57","21","5","1","0","4","2","40","0","0","0","0","0","10","36","69","0","0","0","0","0","0","0","40.5","","0","0","0","2","2","2","36","69","6","4","24","4","1","12","49.7","47.1","0","1","0","0","0","1","1","0","2","0","0","3","0","0","0","0","0","0","6","2","0","1","1","10","0","0","0","0","0","0","0","0","0","0","0","0","5","6","10","10","5","4","0","0","0"
"Italy","18734","1067515","italy_18734","Monster Block vs Gringos tharros 3:2","2026-05-12 17:00","Monster Block","Gringos tharros","Del Piero, Gaudenzio","1620161","0","-2","0","0","0","0","0","0","0","0","0","31","19","2","12","8","32","29","2","93","12","41","0","0","0","1","2","6","1","0","2","3","16.4","","5","7","0","1","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","2","6","5","15","13","13","11","6","0","0","0"
"Italy","18734","1067516","italy_18734","BOT #131832 vs Iceberg Cinisello Balsamo 0:3","2026-05-12 17:00","","BOT #131832","Bocchi, Teo","1655887","0","0","2","0","0","41.1","0","0","0","0","0","10","7","0","3","0","0","0","0","0","0","0","0","0","11","1","35","50","0","1","10","39","0","","0","0","0","3","0","0","0","11","0","0","0","0","0","0","41.1","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","35","7","0","7","50","3","16","15","21","0","0","0","0","0"
"Italy","18734","1067516","italy_18734","BOT #131832 vs Iceberg Cinisello Balsamo 0:3","2026-05-12 17:00","","BOT #131832","Perrari, Geppino","1655891","1","-10","3","0","0","41.2","10","9","1","10","-80","8","6","0","2","0","0","19","2","89","0","0","0","0","14","0","0","0","0","0","0","0","-8.7","","0","1","0","1","0","0","0","14","0","0","0","0","0","0","41.2","40.8","0","0","4","1","0","5","0","0","2","0","0","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","8","7","15","0","0","0","0","0"
"Italy","18734","1067516","italy_18734","BOT #131832 vs Iceberg Cinisello Balsamo 0:3","2026-05-12 17:00","","BOT #131832","De Milato, Damiano","1655894","1","-6","3","2","0","40.3","7","5","1","14","-57","6","1","0","5","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","-7.5","","0","0","0","5","0","0","1","17","0","0","0","0","0","1","40.3","40.3","0","0","2","0","1","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","1","6","3","0","0","0","0","0"
"Italy","18734","1067516","italy_18734","BOT #131832 vs Iceberg Cinisello Balsamo 0:3","2026-05-12 17:00","","BOT #131832","Carmando, Giancarlo","1655889","3","-8","2","0","0","40.8","19","11","3","16","-42","6","2","0","4","0","0","0","0","0","0","0","0","1","21","0","0","0","0","0","0","0","-18.9","","0","0","0","4","0","0","1","21","0","0","0","0","0","1","40.8","40.6","1","0","4","0","4","9","0","0","4","1","0","5","0","0","2","1","1","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","10","6","6","0","0","0","0","0"
"Italy","18734","1067516","italy_18734","BOT #131832 vs Iceberg Cinisello Balsamo 0:3","2026-05-12 17:00","","BOT #131832","Pederboni, Piersandro","1655892","3","-19","2","1","0","40.4","11","8","3","27","-45","7","4","0","3","0","0","27","13","52","1","4","0","0","18","0","0","0","0","0","0","0","-36","","0","0","0","3","0","0","0","18","0","0","0","0","0","0","40.4","40.4","0","0","4","0","0","4","0","0","3","3","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","11","16","12","0","0","0","0","0"
"Italy","18734","1067516","italy_18734","BOT #131832 vs Iceberg Cinisello Balsamo 0:3","2026-05-12 17:00","","BOT #131832","Catallo, Francesco","1655895","0","-2","1","0","0","41.1","3","2","0","0","-67","2","1","0","1","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","-3","","0","0","0","1","0","0","0","15","0","0","0","0","0","0","41.1","41.1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0"
