"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Stępień, Igor","1681801","8","7","16","1","0","56","0","0","0","0","0","31","17","5","14","2","23","0","0","0","0","0","8","32","62","64","24","150","34","50","43","23","27.8","","0","2","1","11","1","1","32","62","8","0","30","0","0","2","56","48.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","24","6","8","48","150","5","30","34","35","31","25","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Sergio, Carmelo","1976426","5","2","11","0","1","60.9","7","2","3","43","14","14","11","9","3","2","79","20","1","95","9","45","1","15","40","0","0","0","0","0","0","0","26.2","","1","1","1","2","0","0","15","40","1","0","13","0","0","2","60.9","51.3","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","3","0","0","0","0","0","0","1","0","1","0","1","3","0","0","0","0","0","0","5","8","9","11","9","12","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Liverani, Alessio","1865046","37","19","23","1","1","60.7","63","17","29","46","19","7","3","0","4","1","14","0","0","0","0","0","7","51","74","1","0","1","0","1","0","0","59.7","","0","0","1","4","0","0","51","74","6","0","45","1","0","6","60.7","54.8","0","0","1","0","4","5","2","1","0","0","1","4","0","0","0","0","0","0","24","5","10","3","12","54","0","0","0","0","0","0","1","0","0","0","0","1","5","20","17","19","18","10","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Missiroli, Aldo","2004429","1","-3","15","1","0","57.2","9","3","1","11","-22","7","2","1","5","1","29","0","0","0","0","0","0","23","63","0","0","0","0","0","0","0","-2.3","","1","1","0","4","0","0","23","63","0","0","21","0","0","2","57.2","48.7","0","0","0","0","0","0","0","0","3","1","1","5","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","4","8","1","0","7","9","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Pescetto, Giangiacomo","1976118","6","1","7","0","0","49.5","14","4","6","43","14","16","13","6","3","2","50","27","1","96","8","30","0","20","52","0","0","0","0","0","0","0","26","","1","1","1","2","0","0","20","52","0","1","20","0","0","0","49.5","46","1","0","0","0","1","2","0","1","3","1","1","6","3","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","5","5","10","9","11","14","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Carpentieri, Gaspare","1745525","44","40","10","0","0","60.5","46","4","27","59","50","4","2","0","2","0","0","0","0","0","0","0","17","60","83","0","0","0","0","0","0","0","109","","0","0","0","2","0","0","60","83","15","3","53","2","0","7","60.5","49.9","0","0","0","0","0","0","4","0","1","0","1","6","0","0","0","0","0","0","23","2","1","0","14","40","0","0","0","0","0","0","0","0","0","0","0","0","5","13","10","14","16","12","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Năstoiescu, Silvian","1976474","0","0","0","0","0","0","0","0","0","0","0","25","17","12","8","6","72","4","0","100","2","50","0","0","0","0","1","3","0","1","1","1","14.4","","3","4","1","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","3","5","3","5","8","2","11","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Makulis, Achilleas","2003654","1","-3","12","1","0","61.2","3","2","1","33","-33","6","6","2","0","0","33","18","1","94","7","39","0","14","31","0","0","0","0","0","0","0","7.2","","0","0","0","0","0","0","14","31","0","0","14","0","0","0","61.2","50.5","0","0","0","0","0","0","1","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","10","10","9","0","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Schechtinger, Ronald","2087931","2","1","3","0","0","50.8","5","1","2","40","20","3","2","0","1","1","33","0","0","0","0","0","0","4","16","0","0","0","0","0","0","0","2.9","","1","1","0","0","0","0","4","16","0","0","4","0","0","0","50.8","46.8","2","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","10","0","0","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Siveri, Leone","2003195","2","-2","11","1","0","62","7","2","2","29","0","14","11","7","3","1","57","22","1","95","11","50","0","9","34","0","0","0","0","0","0","0","16.8","","0","0","1","3","0","0","9","34","0","0","9","0","0","0","62","50.7","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","1","4","0","0","0","0","0","0","4","10","9","11","12","0","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Emori, Shichinosuke","1976529","0","0","0","0","0","0","0","0","0","0","0","15","13","8","2","1","60","3","0","100","2","67","0","0","0","1","1","3","1","0","0","2","8.8","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","3","3","4","4","1","9","0","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Massimone Roma","Iliev, Alexander","2087932","1","-1","3","1","0","68.7","3","1","1","33","0","4","4","0","0","0","0","0","0","0","0","0","0","5","16","0","0","0","0","0","0","0","-0.5","","0","0","0","0","0","0","5","16","0","0","5","0","0","0","68.7","67.3","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10","0","0","0","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Łukowicz, Marek","1744850","3","1","22","2","0","55.9","0","0","0","0","0","27","17","7","10","6","48","0","0","0","0","0","3","23","59","50","32","144","29","49","42","24","15","","5","5","1","5","0","0","23","59","3","0","22","0","0","1","55.9","50.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","32","4","6","52","144","5","27","33","28","38","25","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Simionato, Camillo","1950928","5","-3","25","0","2","65","15","7","2","13","-33","27","22","8","5","1","33","44","1","98","16","36","1","17","67","0","0","0","0","0","0","0","24.3","","0","1","1","4","0","0","17","67","1","1","15","0","0","2","65","54.9","0","0","0","0","1","1","0","0","1","0","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","6","0","5","11","0","0","0","0","0","0","5","14","17","21","23","15","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Mossa, Eduardo","1767429","35","22","15","2","0","62.7","55","11","26","47","27","6","4","0","2","0","0","0","0","0","0","0","9","71","95","0","1","3","0","2","0","1","65.9","","0","1","0","1","0","0","71","95","8","1","62","1","0","9","62.7","53.4","2","1","0","0","4","7","0","0","3","0","1","4","0","0","0","0","0","0","24","1","6","0","13","44","0","0","0","0","0","0","0","1","0","1","1","3","5","9","16","18","18","12","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Lecciolino, Marcello","1949976","21","17","15","0","1","57.6","26","4","9","35","19","27","18","10","9","2","44","0","0","0","0","0","11","47","98","0","0","0","0","0","0","0","60.6","","0","0","1","8","1","1","47","98","11","3","44","0","0","3","57.6","49.7","0","0","0","0","2","2","1","0","1","2","0","4","3","1","0","0","10","14","0","0","0","0","0","0","3","0","2","0","1","6","0","0","0","0","0","0","5","14","11","13","11","10","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Di Nucci, Giancarlo","1950782","5","0","9","1","1","62.6","9","3","3","33","0","22","16","6","6","2","36","51","1","98","18","35","1","36","90","0","0","0","0","0","0","0","37.3","","1","1","1","5","0","0","36","90","1","0","31","0","0","5","62.6","53.7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","3","0","0","0","0","0","0","3","0","1","0","2","6","0","0","0","0","0","0","5","18","13","16","17","11","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Folli, Eugenio","2060271","19","3","13","0","0","64.1","52","16","18","35","4","11","4","0","7","0","0","0","0","0","0","0","1","24","62","0","0","0","0","0","0","0","15.8","","0","1","0","6","0","0","24","62","1","1","22","0","0","2","64.1","50.3","1","2","0","1","1","5","0","0","4","0","0","4","0","0","0","0","0","0","15","2","8","1","17","43","0","0","0","0","0","0","0","0","0","0","0","0","5","11","12","13","12","12","0","0","0"
"Italy","15193","1062738","italy_15193","Massimone Roma vs Roma Volley 3:2","2026-05-17 19:00","Colosseo","Roma Volley","Carmellini, Cristoforo","1684291","0","0","0","0","0","0","0","0","0","0","0","30","23","11","7","1","40","10","0","100","2","20","0","0","0","4","0","10","0","1","5","4","14","","1","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","5","10","5","8","7","11","9","8","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Savorgnani, Orlando","1950645","0","0","13","0","0","61.3","0","0","0","0","0","11","6","3","5","4","64","0","0","0","0","0","0","8","26","31","7","63","7","19","24","13","4","","4","4","0","1","0","0","8","26","0","0","8","0","0","0","61.3","51.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","7","3","4","18","63","3","20","21","22","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Łojek, Grzegorz","1744986","12","8","22","1","1","67","20","3","9","45","30","15","10","7","5","3","67","28","0","100","13","46","2","13","39","0","0","0","0","0","0","0","50.7","","2","2","1","3","0","0","13","39","2","0","12","0","0","1","71.6","58","5","1","1","1","2","10","1","0","1","0","0","2","1","0","0","0","4","5","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","3","20","25","23","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Morelli, Giangiacomo","1928819","6","3","3","1","0","61.9","14","2","6","43","29","1","0","0","1","0","0","0","0","0","0","0","0","17","29","0","0","0","0","0","0","0","13.8","","0","0","0","1","0","0","17","29","0","1","16","0","0","1","61.9","55.6","0","0","1","0","1","2","0","0","1","0","1","2","0","0","0","0","0","0","6","0","0","0","4","10","0","0","0","0","0","0","0","0","0","0","0","0","3","7","4","4","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Bittencourt, Taiguara","1767894","7","5","14","1","0","76.2","5","1","2","40","20","15","9","6","6","1","47","0","0","0","0","0","5","23","60","0","0","0","0","0","0","0","21.7","","0","2","1","4","0","0","23","60","5","0","22","0","0","1","76.2","64.6","0","0","0","0","1","1","0","0","1","0","0","1","2","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","12","13","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Kędziora, Fryderyk","1904616","8","5","10","2","1","67.7","8","0","5","63","63","16","9","3","7","3","38","23","1","96","12","52","2","33","60","0","0","0","0","0","0","0","32.2","","3","4","0","3","0","0","33","60","2","0","30","0","0","3","67.7","59.1","3","0","0","0","1","4","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","3","10","17","25","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Chinellato, Biagio","1928820","7","3","3","0","0","66.2","15","4","7","47","20","1","0","0","1","0","0","0","0","0","0","0","0","18","25","0","0","0","0","0","0","0","12","","0","1","0","0","0","0","18","25","0","0","17","0","0","1","66.2","59.3","2","0","0","0","0","2","0","0","2","0","0","2","0","0","0","0","0","0","5","2","0","0","4","11","0","0","0","0","0","0","0","0","0","0","0","0","3","6","7","4","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Bonchev, Veselin","1975458","0","-1","0","0","0","0","0","0","0","0","0","21","16","11","5","4","71","3","1","67","0","0","0","0","0","4","2","8","0","2","3","3","9.2","","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","2","8","3","12","6","8","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Stasiewicz, Kamil","2087813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Pinzoni, Martino","1951166","0","0","2","0","0","59","0","0","0","0","0","6","5","2","1","0","33","0","0","0","0","0","0","6","13","13","4","27","5","8","9","5","1.6","","0","0","0","1","0","0","6","13","0","0","6","0","0","0","59","55.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","4","0","1","9","27","2","0","9","17","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Tullini, Ivano","1865247","17","12","7","1","0","69.1","20","4","12","60","40","2","2","0","0","0","0","0","0","0","0","0","5","13","26","0","0","1","0","0","0","1","40","","0","0","0","0","0","0","13","26","5","0","12","0","0","1","69.1","62.5","0","0","0","0","1","1","1","0","0","1","1","3","0","0","0","0","0","0","9","2","2","1","2","16","0","0","0","0","0","0","0","0","0","0","1","1","3","5","12","12","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Callegari, Riccardo","1864144","10","6","3","0","0","63.7","17","4","10","59","35","3","1","0","2","0","0","0","0","0","0","0","0","9","19","0","0","0","0","0","0","0","21","","0","1","0","1","0","0","9","19","0","0","9","0","0","0","63.7","56.5","1","0","0","0","2","3","0","0","3","0","0","3","0","0","0","0","0","0","9","0","1","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","3","2","5","11","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Los Lobos","Czechowski, Józef","2088003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Consiglio, Biagio","1976547","0","0","1","0","0","45.9","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","2","0","2","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.9","45.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","4","0","1","1","1","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Menaballi, Mattia","2088265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100","0","0","0","0","4","0","0","0","0","0","0","0","0.4","","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Wojciechowski, Dawid","1865620","9","-1","8","2","0","66.8","23","8","4","17","-17","8","2","0","6","2","25","0","0","0","0","0","5","44","54","0","0","1","0","1","0","0","6.4","","2","2","0","4","0","0","44","54","5","1","40","0","1","4","66.8","56.8","2","0","0","0","2","4","0","0","4","0","0","4","0","0","0","0","0","0","2","3","1","0","9","15","0","0","0","0","0","0","0","0","0","0","1","1","3","10","9","15","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Carvalho, Saulo","1905228","14","9","13","1","0","70.1","29","4","13","45","31","9","5","0","4","0","0","0","0","0","0","0","1","21","58","0","0","0","0","0","0","0","28.2","","0","2","0","2","0","0","21","58","1","0","20","0","0","1","70.1","58.9","1","2","0","0","2","5","0","0","1","1","0","2","7","0","0","0","8","15","0","0","0","0","0","0","4","1","0","0","2","7","0","0","0","0","0","0","3","10","14","19","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Di Palma, Antonio","1744877","3","2","5","0","0","59.3","4","0","3","75","75","5","4","3","1","0","60","7","1","86","4","57","0","8","19","0","0","0","0","0","0","0","10.4","","0","0","0","0","0","1","8","19","0","0","8","0","0","0","59.3","53.1","0","0","0","0","1","1","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","17","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Tricomi, Corrado","1951062","6","4","4","0","0","60.6","10","2","4","40","20","0","0","0","0","0","0","0","0","0","0","0","2","18","22","0","0","0","0","0","0","0","11","","0","0","0","0","0","0","18","22","2","0","18","0","0","0","60.6","57.2","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","3","4","6","5","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Rogers, Zack","1950136","0","0","0","0","0","0","0","0","0","0","0","26","18","11","8","4","58","3","0","100","2","67","0","0","0","0","1","5","0","0","3","2","12.4","","4","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","5","3","4","11","12","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Barini, Rodrigo","1744803","4","4","9","0","1","62.4","1","0","0","0","0","16","8","3","8","3","38","0","0","0","0","0","3","26","41","30","13","89","23","28","19","19","15.6","","2","6","1","2","0","0","26","41","3","0","24","0","0","2","62.4","55.2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","13","1","8","37","89","3","26","30","36","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Kraevski, Ivan","1745521","3","-5","12","0","1","58.6","18","7","1","6","-33","18","13","3","5","0","17","45","1","98","14","31","1","18","40","0","0","0","0","0","0","0","14.5","","0","1","0","4","0","0","18","40","1","0","16","0","0","2","58.6","54.6","0","0","0","0","5","5","0","0","0","0","0","0","1","2","4","0","5","12","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","24","18","29","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Poli, Ermanno","2004048","0","0","0","0","0","0","0","0","0","0","0","4","3","1","1","0","25","2","0","100","1","50","0","0","0","0","0","0","0","0","0","0","2","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Bertero, Piero","1928585","3","1","4","1","0","71.5","7","1","3","43","29","6","4","1","2","0","17","13","0","100","3","23","0","14","36","0","0","0","0","0","0","0","10.7","","0","2","0","0","0","0","14","36","0","0","13","0","0","1","71.5","65.4","0","0","1","0","1","2","0","0","0","0","0","0","3","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","14","13","0","0","0","0","0","0"
"Italy","15193","1062739","italy_15193","Los Lobos vs Ortan 3:0","2026-05-17 19:00","Barbecue Arena","Ortan","Dziabas, Michał","1976329","5","4","2","0","0","61.9","8","1","4","50","38","0","0","0","0","0","0","0","0","0","0","0","1","18","23","0","0","0","0","0","0","0","9.5","","0","0","0","0","0","0","18","23","1","1","17","0","0","1","61.9","60.8","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","3","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","3","3","5","4","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Valdinoci, Antonello","1904811","0","0","11","0","0","66.9","0","0","0","0","0","11","2","1","9","4","45","0","0","0","0","0","0","15","35","36","8","66","11","16","19","20","2.4","","4","8","0","1","0","0","15","35","0","0","15","0","0","0","66.9","57.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","8","1","2","19","66","3","29","35","1","0","0","0","0","0"
"Italy","15193","1062740","italy_15193","Matera Bulls vs Chelsea Headhunters 3:0","2026-05-17 19:00","Palasassi","Matera Bulls","Cristiano, Lorenzo","1949098","7","4","13","1","0","71.8","15","2","7","47","33","14","10","5","4","1","43","24","0","100","11","46","0","22","42","0","0","0","0","0","0","0","35","","1","1","0","2","0","1","22","42","0","0","19","0","0","3","71.8","56.9","4","0","1","0","3","8","0","0","0","0","0","0","2","0","0","0","1","3","0","0","0","0","0","0","1","1","0","0","2","4","0","0","0","0","0","0","3","16","18","17","0","0","0","0","0"
