"Kraj","LeagueId","MatchId","Liga","Mecz","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Holguin, Calvin","1724993","1","0","14","1","0","57","0","0","0","0","0","14","8","3","6","3","43","0","0","0","0","0","1","20","36","37","9","80","17","22","25","16","5.6","","3","4","0","2","0","0","20","36","1","0","17","0","0","3","57","51.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","9","3","4","27","80","0","0","0","0","0","3","2","1","0","0","0","3","2","0","0","1","0","5","34","1","33","1","17","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Bernardo, Luciano","1903984","6","0","14","1","0","71","4","1","3","75","50","16","12","4","4","2","38","60","4","93","30","50","3","37","65","0","0","0","0","0","0","0","42.9","","1","1","1","3","0","0","37","65","3","0","31","0","0","6","71","60.7","1","0","1","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","18","14","10","56","4","4","0","0","0","0","2","0","1","1","0","0","4","25","21","0","22","15","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Hazebroucq, Justin","1904962","23","16","16","2","3","87.1","31","5","17","55","39","4","2","0","2","0","0","0","0","0","0","0","3","42","64","0","0","0","0","0","0","0","50.3","","0","1","0","1","0","0","42","64","3","1","35","0","1","7","90.8","76","1","0","0","0","2","3","2","0","0","1","0","3","0","0","0","0","0","0","13","1","4","0","7","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","16","12","1","14","5","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Tucker, Jeffery","1949182","24","21","10","1","1","78.4","37","2","22","59","54","20","15","0","5","1","5","0","0","0","0","0","1","40","67","0","0","0","0","0","0","0","57.2","","1","3","0","1","0","1","40","67","1","1","36","0","0","4","78.4","69.2","8","1","0","0","5","14","0","0","0","0","0","0","12","0","1","0","6","19","0","0","0","0","0","0","0","0","0","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","16","16","0","16","10","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Newbold, Mike","1865515","8","6","15","1","0","74.1","16","1","3","19","13","20","14","9","6","2","55","8","0","100","4","50","5","42","66","0","0","0","0","0","0","0","33.9","","1","5","1","1","0","0","42","66","5","1","40","0","0","2","74.1","61.3","1","0","0","0","4","5","1","0","1","0","2","4","0","0","0","0","3","3","0","0","0","0","0","0","1","0","0","0","3","4","0","0","0","0","0","0","2","4","1","1","8","9","3","1","0","4","1","2","1","0","0","1","0","5","10","13","16","10","4","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Simeonov, Iliyan","1745126","27","19","11","1","1","59.1","34","7","20","59","38","8","1","0","7","2","25","0","0","0","0","0","6","48","64","0","0","0","0","0","0","0","57.9","","1","1","0","5","1","1","48","64","5","1","44","1","0","4","59.1","53","0","0","0","0","1","1","0","0","4","0","0","4","0","0","0","0","0","0","19","1","2","1","6","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","5","14","13","7","9","7","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Brößler, Guenter","1976507","0","0","0","0","0","0","0","0","0","0","0","35","27","13","8","6","54","15","0","100","8","53","0","0","0","4","1","8","1","0","3","4","22","","5","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","3","8","4","4","5","2","15","13","10","1","0","2","0","6","1","1","1","2","1","5","10","11","15","10","7","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Nowakowski, Roman","1745015","4","2","5","1","0","63.5","6","1","4","67","50","0","0","0","0","0","0","0","0","0","0","0","0","11","16","1","0","1","0","0","1","0","5.5","","0","0","0","0","0","0","11","16","0","1","10","0","0","1","63.5","57.5","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","4","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","12","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Antonini, Gelindo","1949264","2","0","5","0","0","73","4","0","2","50","50","2","2","1","0","0","50","16","2","88","8","50","0","5","13","0","0","0","0","0","0","0","9.6","","0","0","0","0","0","0","5","13","0","0","3","0","0","2","73","63.1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","5","4","4","1","14","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","25","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Ghinzani, Massimo","1767526","1","0","12","1","1","82.1","0","0","0","0","0","9","7","2","2","1","33","0","0","0","0","0","0","8","22","29","5","53","13","21","11","8","4","","1","2","0","0","0","0","8","22","0","1","7","0","0","1","82.1","67.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","5","1","0","18","53","0","0","0","0","0","2","1","0","0","1","0","1","0","0","0","0","1","2","0","29","0","28","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","CELTICS VC","Crow, Jeremy","1976892","5","3","3","0","0","80","10","2","4","40","20","4","4","0","0","0","0","0","0","0","0","0","1","9","19","0","0","0","0","0","0","0","8","","0","0","0","0","0","0","9","19","1","0","9","0","0","0","80","72.4","1","0","0","0","2","3","0","0","0","0","0","0","3","1","1","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Sanglepp, Sepo","1864810","5","5","22","0","2","67.1","3","0","0","0","0","23","17","3","6","2","22","0","0","0","0","0","3","36","71","70","19","139","14","40","44","41","18.2","","1","4","0","1","1","1","36","71","3","0","31","0","0","5","67.1","56.8","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","19","7","5","38","139","0","0","0","0","0","3","0","1","0","2","0","2","0","0","0","1","1","5","29","33","35","32","14","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Sullivan, Brody","1864464","22","15","19","0","3","72.4","27","4","17","63","48","23","14","3","9","4","30","54","3","94","26","48","2","31","80","0","0","0","0","0","0","0","81.4","","3","3","0","5","1","1","31","80","1","1","27","1","1","4","72.4","62.2","2","0","0","0","3","5","1","0","1","0","0","2","9","1","1","2","2","15","0","0","0","0","0","0","3","0","1","0","1","5","0","0","0","0","0","0","6","12","23","10","51","3","2","0","0","0","1","4","0","2","0","2","0","5","27","17","29","20","9","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Kwiatkowski, Grzegorz","1864972","16","12","14","1","1","62.7","21","3","12","57","43","10","4","0","6","1","10","0","0","0","0","0","3","46","81","0","0","0","0","0","0","0","39.5","","0","3","1","3","0","0","46","81","3","1","39","0","0","7","62.7","53.9","6","0","0","0","2","8","0","0","1","0","0","1","0","0","0","0","0","0","5","1","1","1","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","5","6","11","9","9","4","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Purdy, Chris","1949373","24","17","14","0","0","77.5","48","7","24","50","35","22","10","4","12","2","27","0","0","0","0","0","0","18","71","0","0","0","0","0","0","0","48.5","","2","4","0","8","0","0","18","71","0","0","15","0","0","3","77.5","63.8","0","0","0","0","2","2","0","0","1","0","0","1","14","0","4","1","9","28","0","0","0","0","0","0","9","1","1","0","6","17","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","1","2","1","0","1","0","0","5","16","12","12","19","6","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Parker, Daniel","1865268","23","13","16","0","0","69","35","7","18","51","31","24","18","8","6","2","42","40","3","93","22","55","5","36","62","0","0","0","0","0","0","0","71.5","","1","3","1","2","0","1","36","62","3","0","32","2","0","4","69","57.1","1","0","0","0","3","4","1","0","1","2","0","4","10","0","5","1","5","21","0","0","0","0","0","0","3","0","1","0","2","6","0","0","0","0","0","0","5","15","6","11","37","8","5","1","1","1","0","2","0","1","0","0","1","5","24","24","17","22","9","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Holt, Cory","1905613","8","3","16","1","0","67.2","13","4","6","46","15","8","5","1","3","1","25","0","0","0","0","0","2","40","61","0","0","0","0","0","0","0","15.2","","0","1","0","1","1","1","40","61","2","1","37","0","0","3","67.2","58.5","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","5","1","2","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","5","6","5","9","4","7","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072658","usa_15203","CELTICS VC vs LOS ANGELES VBC 2:3","2026-05-21 19:00","TD Garden","LOS ANGELES VBC","Wąsowicz, Jakub","1928452","0","0","0","0","0","0","0","0","0","0","0","38","22","14","16","12","68","2","0","100","0","0","0","0","0","0","1","5","0","1","2","2","16.8","","8","11","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","5","0","1","1","0","2","13","7","3","1","2","0","12","3","1","1","5","2","5","7","8","8","7","5","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Pindelski, Paweł","1685512","0","-2","22","2","0","55.7","2","0","0","0","0","30","21","14","9","3","57","0","0","0","0","0","0","25","55","59","30","156","24","54","45","33","10.4","","3","5","0","4","0","0","25","55","0","0","23","0","0","2","55.7","48.3","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","30","7","7","53","156","0","0","0","0","0","14","3","4","0","6","1","3","1","2","0","0","0","5","30","42","28","35","17","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Yrjä, Emil","1865825","3","1","17","0","0","57.7","7","1","3","43","29","25","11","6","14","8","56","39","1","97","15","38","0","26","59","0","0","0","0","0","0","0","31.7","","8","10","0","4","0","0","26","59","0","0","24","0","0","2","57.7","50.4","2","0","0","0","2","4","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","8","16","6","8","38","6","2","2","0","1","1","8","5","0","0","2","1","4","0","24","20","21","8","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Sturm-Meister, Markus","1950582","21","18","7","0","0","68.2","29","3","17","59","48","1","0","0","1","0","0","0","0","0","0","0","4","33","43","1","0","1","0","0","0","1","51.1","","0","0","0","1","0","0","33","43","4","2","32","0","0","1","68.2","58.3","1","0","0","0","2","3","0","0","1","0","0","1","0","0","0","0","0","0","16","0","2","0","7","25","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","11","24","1","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Rzemek, Aleksander","1976798","7","-5","16","3","0","57.6","22","9","4","18","-23","19","9","6","10","5","58","0","0","0","0","0","3","35","102","0","0","0","0","0","0","0","2.7","","2","3","1","5","2","2","35","102","3","0","35","0","0","0","57.6","50","1","0","4","2","6","13","0","0","3","0","0","3","0","0","1","0","3","4","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","6","4","0","1","0","1","4","2","0","0","0","2","5","10","12","13","10","2","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Constantin, Ivan","1745529","11","1","14","2","1","56.2","21","8","4","19","-19","28","16","9","12","5","50","39","0","100","12","31","6","50","90","0","0","0","0","0","0","0","40.8","","2","3","3","9","0","0","50","90","6","0","48","0","0","2","56.2","50.2","2","0","0","0","4","6","1","0","7","0","0","8","0","0","0","0","2","2","0","0","0","0","0","0","1","0","1","0","3","5","0","0","0","0","0","0","7","14","14","4","39","9","3","1","1","3","1","5","2","2","0","1","0","5","17","22","11","21","9","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Siimes, Petri","1725397","23","16","7","1","1","72.8","36","6","16","44","28","2","1","0","1","0","0","0","0","0","0","0","6","34","44","0","0","0","0","0","0","0","48.6","","0","0","0","1","0","0","34","44","5","0","32","1","0","2","72.8","59.4","0","0","1","0","8","9","3","0","0","0","1","4","0","0","0","0","0","0","11","1","4","2","5","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","10","17","11","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Roocke, Ingmar","1976646","0","-1","0","0","0","0","0","0","0","0","0","29","18","8","11","7","52","2","1","50","1","50","0","0","0","3","3","8","0","1","4","3","8","","6","6","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","2","8","0","0","1","0","1","8","4","4","0","0","0","7","1","3","0","3","0","4","7","0","11","10","4","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Gaman, Cristi","1974523","5","-1","1","0","0","58.1","17","6","4","24","-12","3","1","0","2","0","0","0","0","0","0","0","1","13","18","0","0","0","0","0","0","0","-0.4","","0","0","0","2","0","0","13","18","1","0","13","0","0","0","58.1","58.1","1","1","0","0","1","3","0","1","0","0","0","1","0","0","0","0","0","0","3","1","3","0","6","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Serrano, Aristeu","1928054","7","5","3","0","0","62.4","10","2","6","60","40","2","1","0","1","0","0","0","0","0","0","0","1","6","12","0","0","0","0","0","0","0","12","","0","1","0","0","0","0","6","12","0","0","4","1","0","2","62.4","55.5","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","14","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Weingarten, Marcel","2003935","0","0","0","0","0","0","0","0","0","0","0","12","6","4","6","3","58","1","0","100","0","0","0","0","0","0","3","6","1","1","1","3","4.8","","3","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","6","1","0","0","0","1","4","2","2","0","0","0","3","2","1","0","0","0","1","0","15","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Rivière, Franck","1928903","18","11","9","0","0","57.8","29","7","15","52","28","11","4","0","7","2","18","0","0","0","0","0","3","27","40","0","0","2","2","0","0","0","34.9","","1","1","1","6","0","0","27","40","3","1","24","0","0","3","57.8","48.7","2","0","1","0","1","4","0","0","1","0","0","1","0","0","0","0","0","0","13","2","3","0","6","24","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","3","0","0","18","15","6","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Austin Jam","Vujinović, Miloš","2060878","1","0","3","0","0","59.4","2","1","1","50","0","6","3","0","3","3","50","13","0","100","6","46","0","2","8","0","0","0","0","0","0","0","9.3","","3","3","0","0","0","0","2","8","0","0","1","0","0","1","59.4","49.5","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","1","5","13","0","0","0","0","0","0","3","0","1","2","0","0","1","20","0","0","0","0","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Missouri Mustangs II","Chaffin, Sam","1864898","2","1","19","1","0","65.3","0","0","0","0","0","28","19","4","9","5","32","0","0","0","0","0","2","34","71","48","20","135","22","51","33","29","10.2","","5","7","0","2","0","0","34","71","2","0","30","0","1","4","65.3","52.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","20","3","2","62","135","0","0","0","0","0","4","1","0","1","1","1","5","1","0","0","1","3","5","19","37","31","30","8","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Missouri Mustangs II","Fulmer, Devin","1864189","10","8","14","1","0","61.9","9","0","4","44","44","22","10","6","12","6","55","48","1","98","16","33","6","33","79","0","0","0","0","0","0","0","55.4","","4","4","1","7","1","1","33","79","4","0","31","2","0","2","61.9","50.9","2","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","3","4","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","4","22","14","7","47","6","2","2","0","2","0","6","3","0","0","3","0","5","16","24","19","18","11","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Missouri Mustangs II","Bell, Adam","1949614","25","20","16","0","1","65.7","38","5","17","45","32","7","3","0","4","1","14","0","0","0","0","0","7","59","86","0","0","1","0","0","0","1","57.3","","0","1","0","2","1","1","59","86","7","3","54","0","0","5","65.7","54.2","2","0","1","1","5","9","1","0","1","1","0","3","0","0","0","0","0","0","12","0","3","0","11","26","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","5","7","16","17","15","4","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Missouri Mustangs II","Campbell, Jeffery","1905100","22","14","17","2","0","65.3","46","6","18","39","26","20","10","0","10","3","15","0","0","0","0","0","4","39","78","0","0","0","0","0","0","0","43.4","","2","6","1","4","0","0","39","78","4","1","35","0","0","4","65.3","52.2","1","1","1","0","8","11","2","0","0","0","1","3","11","1","2","0","9","23","0","0","0","0","0","0","4","0","1","0","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","5","16","21","11","20","4","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
"Usa","15203","1072659","usa_15203","Austin Jam vs Missouri Mustangs II 2:3","2026-05-21 19:00","Jam Stadium","Missouri Mustangs II","Anderson, Nick","1767402","10","5","19","1","1","57.2","12","4","2","17","-17","27","14","8","13","6","52","36","0","100","14","39","7","35","88","0","0","0","0","0","0","0","46.4","","4","5","1","7","1","1","35","88","6","2","32","1","0","3","57.2","48.2","0","0","1","0","3","4","0","0","1","0","0","1","2","0","1","0","0","3","0","0","0","0","0","0","0","0","1","0","3","4","0","0","0","0","0","0","7","15","6","8","36","8","3","1","0","3","1","6","3","1","1","1","0","5","12","25","18","19","8","foreign-0.2.13-pbp-transition-direct-attack-fix","0","0","0"
