"Liga","Mecz","MatchId","Data","Arena","Drużyna","Zawodnik","PlayerId","Pkt","W-L","Serwisy","S_błędy","Asy","MaxSpeed_kmh","Ataki","A_błędy","A_pkt","SK%","EF%","Próby_Obr_Asek","Próby_Obrony","Udane_Obrony","Próby_Asekuracji","Udane_Asekuracje","Obr_SK%","Przyjęcia","P_błędy","Poz%","Prf","Perf%","Bloki","Wybloki","Próby_Bloku","Wystawy_Udane","Wystawy_Złe","Wystawy_Tot","Rozegranie_Bez_Bloku","Rozegranie_Pojedynczy","Rozegranie_Podwójny","Rozegranie_Potrójny","MVP_Score","PBP_Data","D1_Asek_Kiwki_Udane","D1_Asek_Kiwki_Tot","D1_Asek_Bloku_Aktywnego_Udane","D1_Asek_Bloku_Aktywnego_Tot","D1_Asek_Bloku_Pasywnego_Udane","D1_Asek_Bloku_Pasywnego_Tot","D2_Ustawienie_Blok_Udane","D2_Ustawienie_Blok_Tot","D2_Blok_Aktywny_Udane","D2_Blok_Aktywny_Nieudane","D2_Blok_Aktywny_Tot","D2_Blok_Pasywny_Udane","D2_Blok_Pasywny_Nieudane","D2_Blok_Pasywny_Tot","O1_Serwis_Max_kmh","O1_Serwis_Śr_kmh","O1_Kiwka_Udane","O1_Kiwka_Błędy","O1_Kiwka_Zablokowane_Skutecznie","O1_Kiwka_Zablokowane_Nieskutecznie","O1_Kiwka_Wyasekurowane","O1_Kiwka_Tot","O1_Atak_BlokAut_Udane","O1_Atak_BlokAut_Błędy","O1_Atak_BlokAut_Zablokowane","O1_Atak_BlokAut_Zablokowane_Nieskutecznie","O1_Atak_BlokAut_Wybronione","O1_Atak_BlokAut_Tot","O2_Atak_1Linia_Skrzydło_Udane","O2_Atak_1Linia_Skrzydło_Błędy","O2_Atak_1Linia_Skrzydło_Zablokowane","O2_Atak_1Linia_Skrzydło_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Skrzydło_Wybronione","O2_Atak_1Linia_Skrzydło_Tot","O2_Atak_1Linia_Środek_Udane","O2_Atak_1Linia_Środek_Błędy","O2_Atak_1Linia_Środek_Zablokowane","O2_Atak_1Linia_Środek_Zablokowane_Nieskutecznie","O2_Atak_1Linia_Środek_Wybronione","O2_Atak_1Linia_Środek_Tot","O2_Atak_2Linia_Udane","O2_Atak_2Linia_Błędy","O2_Atak_2Linia_Zablokowane","O2_Atak_2Linia_Zablokowane_Nieskutecznie","O2_Atak_2Linia_Wybronione","O2_Atak_2Linia_Tot","OTH_Wystawa_Punkt","OTH_Wystawa_Atakujący_Zablokowany","OTH_Wystawa_Atakujący_Nieskutecznie_Zablokowany","OTH_Wystawa_Atakujący_Błąd","OTH_Wystawa_Atak_Obroniony","OTH_Rozegranie_Tot","PBP_Przyjecie_Blok0","PBP_Przyjecie_Blok1","PBP_Przyjecie_Blok2","PBP_Przyjecie_Blok3","PBP_Przyjecie_Blok_Razem","PBP_OB_Atak_Razem","PBP_OB_Atak_Punkt","PBP_OB_Atak_Blok","PBP_OB_Atak_Blad","PBP_OB_Atak_Obroniony","PBP_OB_Atak_Inne","PBP_SEK_Atak_Razem","PBP_SEK_Atak_Punkt","PBP_SEK_Atak_Blok","PBP_SEK_Atak_Blad","PBP_SEK_Atak_Obroniony","PBP_SEK_Atak_Inne","Sety_Zagrane_PBP","PBP_Set1_Akcje","PBP_Set2_Akcje","PBP_Set3_Akcje","PBP_Set4_Akcje","PBP_Set5_Akcje","Exporter_Version","Is_Walkover","Walkover_MP_For","Walkover_MP_Against"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Bösel, Jan-Felix","1709333","0","0","14","0","0","50.3","0","0","0","0","0","14","14","7","0","0","50","0","0","0","0","0","0","4","28","44","0","59","33","15","10","1","5.6","{""sets"":[{""h"":25,""a"":11},{""h"":25,""a"":11},{""h"":25,""a"":15}],""parsedSets"":[{""rallies"":[{""type"":""end"",""score"":""25 : 11"",""txt"":""Koniec seta 1 : 0""},{""type"":""end"",""score"":""25 : 11"",""txt"":""Koniec seta 1 : 0""},{""type"":""rally"",""score"":""25 : 11"",""speed"":""47.6 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""24 : 11"",""speed"":""43.7 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""23 : 11"",""speed"":""47.8 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""22 : 11"",""speed"":""-"",""res"":""Błąd: M. Babij""},{""type"":""rally"",""score"":""22 : 10"",""speed"":""55.1 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""21 : 10"",""speed"":""49.2 km/h"",""res"":""Punkt: M. Babij""},{""type"":""rally"",""score"":""20 : 10"",""speed"":""43.8 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""19 : 10"",""speed"":""51.8 km/h"",""res"":""Punkt: R. Kleinschrot""},{""type"":""rally"",""score"":""19 : 9"",""speed"":""50.1 km/h"",""res"":""Punkt: I. Alexandrov""},{""type"":""rally"",""score"":""18 : 9"",""speed"":""48.5 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""17 : 9"",""speed"":""54.1 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""rally"",""score"":""17 : 8"",""speed"":""54.1 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""tmo"",""score"":""16 : 8"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""16 : 8"",""speed"":""49.7 km/h"",""res"":""Punkt: M. Babij""},{""type"":""rally"",""score"":""15 : 8"",""speed"":""43.8 km/h"",""res"":""Błąd: M. Babij""},{""type"":""rally"",""score"":""15 : 7"",""speed"":""44.3 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""14 : 7"",""speed"":""51.8 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""13 : 7"",""speed"":""-"",""res"":""Błąd: D. Wasilewski""},{""type"":""rally"",""score"":""13 : 6"",""speed"":""42.7 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""12 : 6"",""speed"":""54.0 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""11 : 6"",""speed"":""48.2 km/h"",""res"":""Błąd: D. Wasilewski""},{""type"":""rally"",""score"":""11 : 5"",""speed"":""46.7 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""10 : 5"",""speed"":""48.2 km/h"",""res"":""Punkt: D. Górecki""},{""type"":""rally"",""score"":""10 : 4"",""speed"":""43.5 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""10 : 3"",""speed"":""53.8 km/h"",""res"":""Punkt: M. Babij""},{""type"":""rally"",""score"":""9 : 3"",""speed"":""50.1 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""9 : 2"",""speed"":""51.4 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""8 : 2"",""speed"":""58.4 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""tmo"",""score"":""8 : 1"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""8 : 1"",""speed"":""49.0 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""7 : 1"",""speed"":""53.9 km/h"",""res"":""Błąd: Z. Syper""},{""type"":""rally"",""score"":""6 : 1"",""speed"":""51.6 km/h"",""res"":""Błąd: V. Laurenzio""},{""type"":""rally"",""score"":""5 : 1"",""speed"":""57.1 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""4 : 1"",""speed"":""48.0 km/h"",""res"":""Punkt: I. Alexandrov""},{""type"":""tmo"",""score"":""3 : 1"",""txt"":""Czas dla: Dano Dream Team ""},{""type"":""rally"",""score"":""3 : 1"",""speed"":""55.7 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""44.1 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: R. Kleinschrot ⇄ J. Wower""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: Z. Syper ⇄ M. Fibich""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: I. Alexandrov ⇄ J. Dzierżek""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: J. Bösel ⇄ L. Rojek""},{""type"":""rally"",""score"":""1 : 1"",""speed"":""48.7 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: J. Wower ⇄ R. Kleinschrot""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: M. Fibich ⇄ Z. Syper""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: L. Rojek ⇄ J. Bösel""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: J. Dzierżek ⇄ I. Alexandrov""},{""type"":""tmo"",""score"":""1 : 0"",""txt"":""Czas dla: Dano Dream Team ""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""45.4 km/h"",""res"":""Punkt: A. Pilawski""}]},{""rallies"":[{""type"":""end"",""score"":""25 : 11"",""txt"":""Koniec seta 2 : 0""},{""type"":""end"",""score"":""25 : 11"",""txt"":""Koniec seta 2 : 0""},{""type"":""rally"",""score"":""25 : 11"",""speed"":""49.6 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""24 : 11"",""speed"":""46.6 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""23 : 11"",""speed"":""44.7 km/h"",""res"":""Punkt: R. Kleinschrot""},{""type"":""rally"",""score"":""23 : 10"",""speed"":""44.1 km/h"",""res"":""Błąd: R. Kleinschrot""},{""type"":""rally"",""score"":""22 : 10"",""speed"":""44.2 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""21 : 10"",""speed"":""51.2 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""20 : 10"",""speed"":""50.0 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""20 : 9"",""speed"":""51.3 km/h"",""res"":""Punkt: M. Babij""},{""type"":""rally"",""score"":""19 : 9"",""speed"":""53.9 km/h"",""res"":""Punkt: I. Alexandrov""},{""type"":""rally"",""score"":""18 : 9"",""speed"":""53.3 km/h"",""res"":""Punkt: M. Babij""},{""type"":""rally"",""score"":""17 : 9"",""speed"":""49.9 km/h"",""res"":""Błąd: R. Kleinschrot""},{""type"":""tmo"",""score"":""16 : 9"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""16 : 9"",""speed"":""49.3 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""15 : 9"",""speed"":""-"",""res"":""Błąd: A. Pilawski""},{""type"":""rally"",""score"":""15 : 8"",""speed"":""53.0 km/h"",""res"":""Punkt: I. Alexandrov""},{""type"":""rally"",""score"":""14 : 8"",""speed"":""48.8 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""13 : 8"",""speed"":""52.5 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""rally"",""score"":""13 : 7"",""speed"":""57.1 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""12 : 7"",""speed"":""51.1 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""11 : 7"",""speed"":""45.5 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""rally"",""score"":""11 : 6"",""speed"":""49.0 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""10 : 6"",""speed"":""53.0 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""10 : 5"",""speed"":""52.7 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""9 : 5"",""speed"":""44.5 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""8 : 5"",""speed"":""46.5 km/h"",""res"":""Punkt: D. Górecki""},{""type"":""tmo"",""score"":""8 : 4"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""8 : 4"",""speed"":""57.0 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""7 : 4"",""speed"":""45.8 km/h"",""res"":""Błąd: D. Wasilewski""},{""type"":""rally"",""score"":""7 : 3"",""speed"":""51.8 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""6 : 3"",""speed"":""46.5 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""5 : 3"",""speed"":""55.8 km/h"",""res"":""Błąd: D. Wasilewski""},{""type"":""rally"",""score"":""5 : 2"",""speed"":""55.3 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""5 : 1"",""speed"":""43.7 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""4 : 1"",""speed"":""49.9 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""tmo"",""score"":""3 : 1"",""txt"":""Czas dla: Dano Dream Team ""},{""type"":""rally"",""score"":""3 : 1"",""speed"":""55.2 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""-"",""res"":""Błąd: O. Januncio""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: B. Rolbiecki ⇄ Z. Heliasz""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: T. Gryciuk ⇄ A. Kordel""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: D. Wasilewski ⇄ J. Caliński""},{""type"":""chg"",""score"":""1 : 1"",""txt"":""Zmiana: P. Tagarev ⇄ J. Czerw""},{""type"":""rally"",""score"":""1 : 1"",""speed"":""44.0 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: S. Perzyński ⇄ K. Sokołowski""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: Z. Heliasz ⇄ B. Rolbiecki""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: J. Caliński ⇄ D. Wasilewski""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: A. Kordel ⇄ T. Gryciuk""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: J. Czerw ⇄ P. Tagarev""},{""type"":""tmo"",""score"":""1 : 0"",""txt"":""Czas dla: Dano Dream Team ""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""49.8 km/h"",""res"":""Punkt: A. Pilawski""}]},{""rallies"":[{""type"":""end"",""score"":""25 : 15"",""txt"":""Koniec seta 3 : 0""},{""type"":""end"",""score"":""25 : 15"",""txt"":""Koniec seta 3 : 0""},{""type"":""rally"",""score"":""25 : 15"",""speed"":""45.3 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""24 : 15"",""speed"":""-"",""res"":""Błąd: P. Tagarev""},{""type"":""rally"",""score"":""24 : 14"",""speed"":""45.8 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""23 : 14"",""speed"":""42.0 km/h"",""res"":""Punkt: O. Januncio""},{""type"":""rally"",""score"":""23 : 13"",""speed"":""46.6 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""22 : 13"",""speed"":""44.8 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""21 : 13"",""speed"":""44.2 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""20 : 13"",""speed"":""57.8 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""19 : 13"",""speed"":""47.6 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""rally"",""score"":""19 : 12"",""speed"":""54.7 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""18 : 12"",""speed"":""45.3 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""18 : 11"",""speed"":""43.8 km/h"",""res"":""Punkt: I. Alexandrov""},{""type"":""rally"",""score"":""17 : 11"",""speed"":""-"",""res"":""Błąd: D. Górecki""},{""type"":""rally"",""score"":""16 : 11"",""speed"":""46.6 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""tmo"",""score"":""16 : 10"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""16 : 10"",""speed"":""52.2 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""15 : 10"",""speed"":""47.6 km/h"",""res"":""Punkt: R. Kleinschrot""},{""type"":""rally"",""score"":""15 : 9"",""speed"":""45.5 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""14 : 9"",""speed"":""54.3 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""14 : 8"",""speed"":""49.0 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""13 : 8"",""speed"":""49.2 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""rally"",""score"":""13 : 7"",""speed"":""46.8 km/h"",""res"":""Błąd: V. Laurenzio""},{""type"":""rally"",""score"":""12 : 7"",""speed"":""49.3 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""11 : 7"",""speed"":""48.6 km/h"",""res"":""Punkt: P. Tagarev""},{""type"":""rally"",""score"":""10 : 7"",""speed"":""47.7 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""10 : 6"",""speed"":""-"",""res"":""Błąd: R. Kleinschrot""},{""type"":""rally"",""score"":""9 : 6"",""speed"":""48.1 km/h"",""res"":""Punkt: R. Kleinschrot""},{""type"":""rally"",""score"":""9 : 5"",""speed"":""50.2 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""8 : 5"",""speed"":""-"",""res"":""Błąd: M. Babij""},{""type"":""tmo"",""score"":""8 : 4"",""txt"":""Czas dla: ""},{""type"":""rally"",""score"":""8 : 4"",""speed"":""52.5 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""7 : 4"",""speed"":""53.1 km/h"",""res"":""Punkt: M. Babij""},{""type"":""tmo"",""score"":""6 : 4"",""txt"":""Czas dla: Dano Dream Team ""},{""type"":""rally"",""score"":""6 : 4"",""speed"":""51.4 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""5 : 4"",""speed"":""45.6 km/h"",""res"":""Punkt: D. Wasilewski""},{""type"":""rally"",""score"":""4 : 4"",""speed"":""53.4 km/h"",""res"":""Punkt: R. Kleinschrot""},{""type"":""rally"",""score"":""4 : 3"",""speed"":""45.4 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""rally"",""score"":""4 : 2"",""speed"":""52.8 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""rally"",""score"":""3 : 2"",""speed"":""55.6 km/h"",""res"":""Punkt: V. Laurenzio""},{""type"":""rally"",""score"":""3 : 1"",""speed"":""48.1 km/h"",""res"":""Punkt: I. Alexandrov""},{""type"":""rally"",""score"":""2 : 1"",""speed"":""47.5 km/h"",""res"":""Punkt: Z. Syper""},{""type"":""chg"",""score"":""2 : 0"",""txt"":""Zmiana: O. Januncio ⇄ L. Turyk""},{""type"":""rally"",""score"":""2 : 0"",""speed"":""50.3 km/h"",""res"":""Punkt: A. Pilawski""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: L. Turyk ⇄ O. Januncio""},{""type"":""chg"",""score"":""1 : 0"",""txt"":""Zmiana: S. Perzyński ⇄ K. Sokołowski""},{""type"":""tmo"",""score"":""1 : 0"",""txt"":""Czas dla: Dano Dream Team ""},{""type"":""rally"",""score"":""1 : 0"",""speed"":""46.6 km/h"",""res"":""Punkt: P. Tagarev""}]}]}","0","0","0","0","0","0","4","28","0","0","4","0","0","0","50.3","46.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","2","3","10","59","0","0","0","0","0","7","2","0","1","4","0","0","0","0","0","0","0","3","22","21","27","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Tagarev, Petar","1686009","9","7","14","1","1","58.4","4","0","2","50","50","10","10","8","0","0","80","22","1","95","17","77","6","25","39","0","0","0","0","0","0","0","43.6","","0","0","0","0","0","0","25","39","6","0","23","0","0","2","58.4","54","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","16","2","3","0","21","8","6","1","0","1","0","0","0","0","0","0","0","3","18","14","17","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Pilawski, Andrzej","1685548","24","23","11","1","0","55.3","23","0","18","78","78","5","3","0","2","2","40","0","0","0","0","0","6","27","43","1","0","3","0","1","1","1","69.4","","1","1","1","1","0","0","27","43","6","1","27","0","0","0","55.3","50.2","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","17","0","0","0","4","21","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","3","15","10","10","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Babij, Miron","1618113","7","4","16","2","4","55.1","4","1","3","75","50","5","5","1","0","0","20","0","0","0","0","0","0","10","51","0","0","0","0","0","0","0","15.3","","0","0","0","0","0","0","10","51","0","0","10","0","0","0","55.1","50.5","0","0","0","0","0","0","0","0","0","1","0","1","2","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","8","8","7","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Alexandrov, Ivan","1681807","6","6","10","0","1","48.2","6","0","3","50","50","9","8","5","1","1","67","12","0","100","11","92","2","8","40","0","0","0","0","0","0","0","28.6","","0","0","1","1","0","0","8","40","2","0","8","0","0","0","48.2","45.6","1","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","2","3","0","0","0","0","0","0","6","4","1","1","12","5","4","0","1","0","0","1","1","0","0","0","0","3","13","10","10","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Wasilewski, Dominik","1682046","23","19","7","1","0","53","29","3","22","76","66","1","1","0","0","0","0","0","0","0","0","0","1","13","36","0","0","0","0","0","0","0","54.7","","0","0","0","0","0","0","13","36","1","1","12","0","0","1","53","48.9","1","1","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","20","2","0","0","4","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","16","10","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Gryciuk, Tomasz","1616969","0","0","0","0","0","0","0","0","0","0","0","15","15","8","0","0","53","1","0","100","0","0","0","0","0","1","0","4","2","0","1","1","6.8","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","4","1","0","0","0","1","8","4","0","1","2","1","0","0","0","0","0","0","3","7","6","6","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Dzierżek, Jerzy","1618115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Caliński, Jeremiasz","1618119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","bulk-1.24-matchid-column","0","0","0"
"1.1","Velen Volleyball Club vs Dano Dream Team 3:0","235545","2025-01-05 19:00","Krzywuchowe Moczary","Velen Volleyball Club","Czerw, Joachim","1618117","0","0","1","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","bulk-1.24-matchid-column","0","0","0"
