"SeasonId","Liga","MatchId","Date","Arena","HomeTeam","HomeTeamId","AwayTeam","AwayTeamId","Score","HomeSets","AwaySets","HomeMP","AwayMP","SourceFile","Key"
"174","reprezentacja_grupa4","1105748","2026-06-21 19:00","","Serbia","","Austria","","3:0","3","0","77","63","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105748"
"174","reprezentacja_grupa4","1105749","2026-06-21 19:00","","Greece","","Belgium","","3:0","3","0","77","53","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105749"
"174","1.1","1035538","2026-06-18 19:00","Qweta","VC Kittens","128580","UKS Olimp Ostrołęka","128604","3:0","3","0","78","45","baza_1_1.csv","1.1|1035538"
"174","1.1","1035539","2026-06-18 19:00","kiczan arena","kiczan team zduńska wola","128596","Najlepsi z Najlepszych","130520","3:0","3","0","75","53","baza_1_1.csv","1.1|1035539"
"174","1.1","1035540","2026-06-18 19:00","we no WHO U r","massive dongs","128592","EnergiaPro Gwardia Wrocław","130757","3:2","3","2","108","88","baza_1_1.csv","1.1|1035540"
"174","1.1","1035541","2026-06-18 19:00","The Orchid","DHARMA Initiative","128577","Karasuno","128635","2:3","2","3","103","105","baza_1_1.csv","1.1|1035541"
"174","1.1","1035542","2026-06-18 19:00","Kanciapa u Tumaxa","Dzikie Rumaxy","128638","Bolek i lolek 🤙","128586","3:1","3","1","100","86","baza_1_1.csv","1.1|1035542"
"174","1.1","1035543","2026-06-18 19:00","Hala Widowiskowo-Sportowa \""AZOTY\""","ZAKSA Bochotnica","128722","Pilica Koniecpol","130885","0:3","0","3","54","75","baza_1_1.csv","1.1|1035543"
"174","1.1","1035544","2026-06-18 19:00","GOSTiR Rzgów","AKS Volley Łódź","131002","Kuźnia Byków","130744","2:3","2","3","113","115","baza_1_1.csv","1.1|1035544"
"174","1.1","1035545","2026-06-18 19:00","Dano Arena!","Dano Dream Team","130607","Incognito Volley","128619","1:3","1","3","78","98","baza_1_1.csv","1.1|1035545"
"174","2.1","1035778","2026-06-18 19:00","Wioska Smerfów","Smerfy","128764","Volleyball Szubin Team","128579","3:0","3","0","75","42","baza_2_1.csv","2.1|1035778"
"174","2.1","1035779","2026-06-18 19:00","MotoArena","FC Świętopełka 🔥","128802","Bochotnica Celtics","128639","3:0","3","0","75","47","baza_2_1.csv","2.1|1035779"
"174","2.1","1035780","2026-06-18 19:00","Szpil Plac u Gerusia","Young Team","128708","Los Rakos","137449","2:3","2","3","92","94","baza_2_1.csv","2.1|1035780"
"174","2.1","1035781","2026-06-18 19:00","Piekło","Saracens","128615","Arbuzy i Kebaby","130611","3:0","3","0","75","42","baza_2_1.csv","2.1|1035781"
"174","2.1","1035782","2026-06-18 19:00","Ośrodek Karny Rivii Arena 🎯","Smerfy z Rivii ⚔️⚔️🛡️","130934","PolskieOrły","128769","3:2","3","2","106","116","baza_2_1.csv","2.1|1035782"
"174","2.1","1035783","2026-06-18 19:00","Field House","Miesiany Miesiany","128676","Sprzeda Mecz","128663","0:3","0","3","59","75","baza_2_1.csv","2.1|1035783"
"174","2.1","1035784","2026-06-18 19:00","7l z Pepsi Arena","Hydra VT Gdańsk","128612","Velen Volleyball Club","128684","3:0","3","0","75","49","baza_2_1.csv","2.1|1035784"
"174","2.1","1035785","2026-06-18 19:00","LukArena","LukTeam","131134","CF Mleczne Olsztyn","128668","3:1","3","1","93","73","baza_2_1.csv","2.1|1035785"
"174","2.2","1036018","2026-06-18 19:00","Arena W-W","Wratislawia Wrocław","128772","Jeżomyszy🦔z Marsa🪐","130972","1:3","1","3","88","97","baza_2_2.csv","2.2|1036018"
"174","2.2","1036019","2026-06-18 19:00","Arena Siemianowice","MKS Siemianowice","128799","Stilon Gorzów","130891","3:2","3","2","92","97","baza_2_2.csv","2.2|1036019"
"174","2.2","1036020","2026-06-18 19:00","Hala Urania of City Olsztyn","Zawisza Olsztyn","128659","KKS Kaszubia Kościerzyna","128786","1:3","1","3","80","97","baza_2_2.csv","2.2|1036020"
"174","2.2","1036021","2026-06-18 19:00","Blok Centralny","Zakład Karny w Strzelinie","128751","Czorty Chorzów","130959","3:1","3","1","95","84","baza_2_2.csv","2.2|1036021"
"174","2.2","1036022","2026-06-18 19:00","MAKDOM ARENA","MAKDOM","128660","RKS","128588","2:3","2","3","107","98","baza_2_2.csv","2.2|1036022"
"174","2.2","1036023","2026-06-18 19:00","CSKA Arena","CSKA Mielec","128613","SiatkarskiePodlasie.pl","130565","1:3","1","3","81","101","baza_2_2.csv","2.2|1036023"
"174","2.2","1036024","2026-06-18 19:00","Hala im. Pawła Kozioła","Ranczo Wilkowyje","130915","Nosmeisy","128686","3:2","3","2","111","96","baza_2_2.csv","2.2|1036024"
"174","2.2","1036025","2026-06-18 19:00","Millennium Arena","Millennium Siemianowice","130955","Rutz","130854","0:3","0","3","6","75","baza_2_2.csv","2.2|1036025"
"174","2.3","1036258","2026-06-18 19:00","Hala Polonia","Go Tigers","128631","TKS Jelenie Studzienki","130939","3:0","3","0","75","32","baza_2_3.csv","2.3|1036258"
"174","2.3","1036259","2026-06-18 19:00","poezyje","sanah","131179","☣️ MY TU TEGO BAGNO 💩💩    🔝","130911","3:2","3","2","106","102","baza_2_3.csv","2.3|1036259"
"174","2.3","1036260","2026-06-18 19:00","Valhalla","Brave Vikings","131709","Kolorowe Rumaki","131164","3:1","3","1","97","82","baza_2_3.csv","2.3|1036260"
"174","2.3","1036261","2026-06-18 19:00","🦣 Mamut Area 🦣","🦣 KS MAMUTY 🦣","130549","S-Ninjas","130582","0:3","0","3","46","75","baza_2_3.csv","2.3|1036261"
"174","2.3","1036262","2026-06-18 19:00","Kocioł","Budowlani Nysa","130574","Bydgoszcz Baki","128616","3:2","3","2","111","99","baza_2_3.csv","2.3|1036262"
"174","2.3","1036263","2026-06-18 19:00","Silver Pearl Stadium","KS Budowlani Kołacin 👷🏻","128629","Zabrzański Górnik","128816","3:2","3","2","105","104","baza_2_3.csv","2.3|1036263"
"174","2.3","1036264","2026-06-18 19:00","Hala Gryfia","KKS Gryf Lębork","128809","Carplife 🇵🇱","130954","3:1","3","1","97","78","baza_2_3.csv","2.3|1036264"
"174","2.3","1036265","2026-06-18 19:00","Ergo Małomice","Penguin Małomice","128781","Vikings","128756","2:3","2","3","94","110","baza_2_3.csv","2.3|1036265"
"174","2.4","1036498","2026-06-18 19:00","Arena of Rzeplin","Tsunami Rzeplin","128717","Lajony Kingzz","131747","3:0","3","0","75","32","baza_2_4.csv","2.4|1036498"
"174","2.4","1036499","2026-06-18 19:00","San Siro","Stocznia Gdańsk","130595","Czarne plamy","128655","3:1","3","1","98","81","baza_2_4.csv","2.4|1036499"
"174","2.4","1036500","2026-06-18 19:00","QUEERTISONEK","QUEERTISONEK TEAM","131147","Volley Master","130507","3:0","3","0","75","59","baza_2_4.csv","2.4|1036500"
"174","2.4","1036501","2026-06-18 19:00","BKS ARENA","BKS Białystok","128644","KS Kawoholicy","131724","3:0","3","0","75","49","baza_2_4.csv","2.4|1036501"
"174","2.4","1036502","2026-06-18 19:00","Alpha Arena","Alpha","131086","Hit Happens","131734","1:3","1","3","93","98","baza_2_4.csv","2.4|1036502"
"174","2.4","1036503","2026-06-18 19:00","Sportur Astro","Sivass-Pol De Mare","128794","Unknown Team","128636","3:2","3","2","108","98","baza_2_4.csv","2.4|1036503"
"174","2.4","1036504","2026-06-18 19:00","Bystra Bochotnica Arena","Bystra Bochotnica","128657","TEXańska Masakra Piłą Ręczną","131293","1:3","1","3","81","97","baza_2_4.csv","2.4|1036504"
"174","2.4","1036505","2026-06-18 19:00","Hala sportowa w Zduńskiej Woli","Volleyball Team Zduńska Wola","128603","Ohana Gliwice","130945","3:0","3","0","75","56","baza_2_4.csv","2.4|1036505"
"174","reprezentacja_grupa1","1105618","2026-06-18 19:00","","Poland","","France","","3:1","3","1","97","65","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105618"
"174","reprezentacja_grupa1","1105619","2026-06-18 19:00","","Bulgaria","","Argentina","","3:0","3","0","75","62","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105619"
"174","reprezentacja_grupa1","1105620","2026-06-18 19:00","","USA","","Brazil","","3:1","3","1","94","80","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105620"
"174","reprezentacja_grupa2","1105660","2026-06-18 19:00","","Bosnia-Herzegovina","","Italy","","3:0","3","0","75","57","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105660"
"174","reprezentacja_grupa2","1105661","2026-06-18 19:00","","Germany","","China","","3:1","3","1","99","82","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105661"
"174","reprezentacja_grupa2","1105662","2026-06-18 19:00","","Slovenia","","Portugal","","0:3","0","3","57","75","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105662"
"174","reprezentacja_grupa3","1105702","2026-06-18 19:00","","Spain","","Czech Republic","","3:2","3","2","95","99","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105702"
"174","reprezentacja_grupa3","1105703","2026-06-18 19:00","","Estonia","","Croatia","","3:0","3","0","75","46","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105703"
"174","reprezentacja_grupa3","1105704","2026-06-18 19:00","","Finland","","England","","2:3","2","3","103","107","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105704"
"174","reprezentacja_grupa4","1105744","2026-06-18 19:00","","International","","Austria","","3:1","3","1","95","79","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105744"
"174","reprezentacja_grupa4","1105745","2026-06-18 19:00","","Netherlands","","Serbia","","3:1","3","1","93","85","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105745"
"174","reprezentacja_grupa4","1105746","2026-06-18 19:00","","Belgium","","Slovakia","","3:0","3","0","75","54","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105746"
"174","3.1","1036738","2026-06-18 17:00","Silver Hall","Silver Arsenal","130505","manosduros","128767","3:0","3","0","75","21","baza_3_1.csv","3.1|1036738"
"174","3.1","1036739","2026-06-18 17:00","Hala OSiR Suwałki","Ślepsk Malow Suwałki","144724","Warszawa Warriors","140753","3:0","3","0","75","51","baza_3_1.csv","3.1|1036739"
"174","3.1","1036740","2026-06-18 17:00","Ownz Ya! :: Arena","Team :: Ownz Ya!","130572","Towers  Wrocław","141007","3:1","3","1","97","84","baza_3_1.csv","3.1|1036740"
"174","3.1","1036741","2026-06-18 17:00","Renifers Hall","Renifers","128675","Petronas Eagles","140755","3:0","3","0","75","37","baza_3_1.csv","3.1|1036741"
"174","3.1","1036742","2026-06-18 17:00","SRS Bernabeu","SRS Katarina","137403","Cicely","128704","3:0","3","0","75","49","baza_3_1.csv","3.1|1036742"
"174","3.1","1036743","2026-06-18 17:00","Avengers Arena","Avengers","130920","Korporacja Gwiazd Bezrobocia","128595","3:2","3","2","102","97","baza_3_1.csv","3.1|1036743"
"174","3.1","1036744","2026-06-18 17:00","Bździochy Arena","PGE Bubisie Bździochy","130773","Cargo Kamieniec Ząbkowicki","151049","0:3","0","3","35","75","baza_3_1.csv","3.1|1036744"
"174","3.1","1036745","2026-06-18 17:00","Nati Memorial Hall","⭐ Nati ⭐ 1995 ⭐  ∞  ⭐","130585","Team Spiryt Chorzów","130958","0:3","0","3","56","75","baza_3_1.csv","3.1|1036745"
"174","3.2","1036978","2026-06-18 17:00","Może zagram","Fc MiSieNieChce","130908","PSC GrG","131016","3:0","3","0","75","39","baza_3_2.csv","3.2|1036978"
"174","3.2","1036979","2026-06-18 17:00","Kubuś Arena","VC  SpikeStorm","144745","Spike Masters","131174","3:0","3","0","75","18","baza_3_2.csv","3.2|1036979"
"174","3.2","1036980","2026-06-18 17:00","Storm","WIPP Thunder","128672","KPS Chełmiec Wałbrzych","130560","3:0","3","0","75","50","baza_3_2.csv","3.2|1036980"
"174","3.2","1036981","2026-06-18 17:00","Stodoła 97","VC  Ziębka Team","130503","Zegrze Nieporęt","131194","0:3","0","3","66","75","baza_3_2.csv","3.2|1036981"
"174","3.2","1036982","2026-06-18 17:00","Wylęgarnia Potworów","Nocne Potwory","128803","Siatka Krzemieniewo","128597","2:3","2","3","97","101","baza_3_2.csv","3.2|1036982"
"174","3.2","1036983","2026-06-18 17:00","DZIK ŁÓDŹ ARENA","JTCNW Łódź","131093","Fiorentina Nakło","130905","2:3","2","3","97","104","baza_3_2.csv","3.2|1036983"
"174","3.2","1036984","2026-06-18 17:00","Kaźmierzanka","Plas Kaźmierz","137421","Maliniaczki","131020","1:3","1","3","88","95","baza_3_2.csv","3.2|1036984"
"174","3.2","1036985","2026-06-18 17:00","Urania Olsztyn","ChudyTeam","130535","ChlopkiTeam","128606","3:1","3","1","98","86","baza_3_2.csv","3.2|1036985"
"174","3.3","1037218","2026-06-18 17:00","Sisu Arena","Bydgoszcz Spartans","128726","Il Vaticano","144759","3:0","3","0","75","19","baza_3_3.csv","3.3|1037218"
"174","3.3","1037219","2026-06-18 17:00","Kingdom","Magic Volleyball","131049","Ciapate Bagietki","144744","1:3","1","3","85","98","baza_3_3.csv","3.3|1037219"
"174","3.3","1037220","2026-06-18 17:00","Atlas Arena Łódź","ATLAS ARENA LODZ","137489","NTS Nakło","140998","3:1","3","1","95","54","baza_3_3.csv","3.3|1037220"
"174","3.3","1037221","2026-06-18 17:00","Milenium MOSIR","Kotwica Kołobrzeg","128801","RINZLER","128627","3:0","3","0","75","28","baza_3_3.csv","3.3|1037221"
"174","3.3","1037222","2026-06-18 17:00","NWWALC Stadium","OFIME Targówek","131746","RG Olsztyn","128652","3:2","3","2","98","94","baza_3_3.csv","3.3|1037222"
"174","3.3","1037223","2026-06-18 17:00","Urania","Bad Boys Team","128706","NiuniuTeam","137395","3:0","3","0","75","60","baza_3_3.csv","3.3|1037223"
"174","3.3","1037224","2026-06-18 17:00","Dytto","DragonGAYS Polska","130705","Ale co","128694","2:3","2","3","90","104","baza_3_3.csv","3.3|1037224"
"174","3.3","1037225","2026-06-18 17:00","Phoenix Scene","Phoenix Fire","128687","Mazaki VC","131006","1:3","1","3","87","94","baza_3_3.csv","3.3|1037225"
"174","3.4","1037458","2026-06-18 17:00","Janów hall","Błyskawica Janów","131242","RAS6 Szydłowiec","130780","3:0","3","0","75","28","baza_3_4.csv","3.4|1037458"
"174","3.4","1037459","2026-06-18 17:00","Podpromień","Resovia Rzeszów","130904","Victoria Rąbień","144783","3:0","3","0","75","27","baza_3_4.csv","3.4|1037459"
"174","3.4","1037460","2026-06-18 17:00","Serce Łodzi","Widzew Łódź","131192","Omoplata Vc","144790","3:0","3","0","75","30","baza_3_4.csv","3.4|1037460"
"174","3.4","1037461","2026-06-18 17:00","Niepodległości 11","KS Świt Baranowo","128589","Nowak-Mosty MKS Będzin","128778","3:0","3","0","75","47","baza_3_4.csv","3.4|1037461"
"174","3.4","1037462","2026-06-18 17:00","Valiant Boys","Valiant Boys","130826","Nędza VT","140967","3:0","3","0","75","27","baza_3_4.csv","3.4|1037462"
"174","3.4","1037463","2026-06-18 17:00","Aqua Baltic Arena","Trefl Gdańsk Pomorze","130509","Volley Leszczyny","137412","0:3","0","3","54","76","baza_3_4.csv","3.4|1037463"
"174","3.4","1037464","2026-06-18 17:00","Trefl Arena","Trefl","131199","Sycylijskie Cytryniaki","130704","0:3","0","3","25","75","baza_3_4.csv","3.4|1037464"
"174","3.4","1037465","2026-06-18 17:00","Ultras1908","eŁKSa1908","130836","Smoczy Gród","131131","3:1","3","1","96","89","baza_3_4.csv","3.4|1037465"
"174","3.5","1037698","2026-06-18 17:00","Piasterdam Stadium","AJAX PIASTY","130797","Gang Lysego","131014","3:0","3","0","75","36","baza_3_5.csv","3.5|1037698"
"174","3.5","1037699","2026-06-18 17:00","Piwo","Fresco","131265","VC Kabanosy","144788","3:1","3","1","93","86","baza_3_5.csv","3.5|1037699"
"174","3.5","1037700","2026-06-18 17:00","Stacja Diagnostyczna.","Diagnoscii","141082","FATE","140981","3:0","3","0","75","43","baza_3_5.csv","3.5|1037700"
"174","3.5","1037701","2026-06-18 17:00","MOSiR LIPUSZ","RafaTeam Lipusz","130561","Jędrzej Zduńska Wola","128658","3:0","3","0","75","9","baza_3_5.csv","3.5|1037701"
"174","3.5","1037702","2026-06-18 17:00","H69","VC BORDER","128622","KSW7","140968","3:0","3","0","75","32","baza_3_5.csv","3.5|1037702"
"174","3.5","1037703","2026-06-18 17:00","Halaaa","CAMORRA VC","130516","Iskra Krosno","128667","1:3","1","3","78","97","baza_3_5.csv","3.5|1037703"
"174","3.5","1037704","2026-06-18 17:00","Volley Arena","SKS Iłżanka Baranów","128715","OPOLE","130500","3:0","3","0","75","56","baza_3_5.csv","3.5|1037704"
"174","3.5","1037705","2026-06-18 17:00","Ver","Vernixo","128679","PGE Skra Poznań","130781","3:0","3","0","75","46","baza_3_5.csv","3.5|1037705"
"174","3.6","1037938","2026-06-18 17:00","Wild Hall","Thorn Lynxes","131219","AMRO Team Szubin","128610","3:0","3","0","75","43","baza_3_6.csv","3.6|1037938"
"174","3.6","1037939","2026-06-18 17:00","Arks Bucz Arena","Arks Bucz","128755","White Eagle","130778","3:0","3","0","75","18","baza_3_6.csv","3.6|1037939"
"174","3.6","1037940","2026-06-18 17:00","KCKiS","Kudowianka Kudowa-Zdrój","131235","BRONOWICE","140735","3:1","3","1","97","69","baza_3_6.csv","3.6|1037940"
"174","3.6","1037941","2026-06-18 17:00","Strongman Arena","RTS.Strongman Małecz","130601","Pogoń Żubr","130564","3:0","3","0","75","51","baza_3_6.csv","3.6|1037941"
"174","3.6","1037942","2026-06-18 17:00","Browar","Browary Hills","130979","Ikjas Toruń","131062","3:0","3","0","75","41","baza_3_6.csv","3.6|1037942"
"174","3.6","1037943","2026-06-18 17:00","HSW Jastrzębie Zdrój","KS Jastrzębie","130545","Twierdza Teodorówka","130591","3:2","3","2","113","103","baza_3_6.csv","3.6|1037943"
"174","3.6","1037944","2026-06-18 17:00","Słomin centre","Projekt Słomin","128700","Black Smoke","137347","2:3","2","3","98","102","baza_3_6.csv","3.6|1037944"
"174","3.6","1037945","2026-06-18 17:00","Olle hall","Victoria Wałbrzych","128774","Groszowice Soreide","130604","0:3","0","3","56","75","baza_3_6.csv","3.6|1037945"
"174","3.7","1038178","2026-06-18 17:00","Torwar","Vamos","128714","AZS Miller Fresh Team","130765","3:0","3","0","75","13","baza_3_7.csv","3.7|1038178"
"174","3.7","1038179","2026-06-18 17:00","Arena Hunter Poznań","Hunter Poznań","130570","VC Nysa","128645","3:1","3","1","99","88","baza_3_7.csv","3.7|1038179"
"174","3.7","1038180","2026-06-18 17:00","Stacja Wulkanizacyjna","Gientkie Opony","128593","Szare Bibipy","141037","0:3","0","3","39","75","baza_3_7.csv","3.7|1038180"
"174","3.7","1038181","2026-06-18 17:00","Reksio Arena","Mighty Bears","130513","AZS Politechnika Poznańska","128759","3:2","3","2","100","94","baza_3_7.csv","3.7|1038181"
"174","3.7","1038182","2026-06-18 17:00","Rotavia Arena","LKS Rotavia Nieporęt","128730","DzianeDziki","131120","3:0","3","0","75","12","baza_3_7.csv","3.7|1038182"
"174","3.7","1038183","2026-06-18 17:00","Immobile Łuczniczka","BKS Visła Bydgoszcz","131284","Dyliżans Brzózka","137454","3:2","3","2","104","100","baza_3_7.csv","3.7|1038183"
"174","3.7","1038184","2026-06-18 17:00","Haba","Ghrum","130784","Linkin Park United","130617","0:3","0","3","41","75","baza_3_7.csv","3.7|1038184"
"174","3.7","1038185","2026-06-18 17:00","Spodek Viadukt","Volania Jeleninhos","131141","Latające Dżdżownice","140796","3:1","3","1","95","81","baza_3_7.csv","3.7|1038185"
"174","3.8","1038418","2026-06-18 17:00","Mroczna Arena","👽Strażnicy Cienia👽","128711","NOVELO","141068","3:1","3","1","98","61","baza_3_8.csv","3.8|1038418"
"174","3.8","1038419","2026-06-18 17:00","Kurnik Lubczański","FC Dzbany","128744","Fryta05","140965","0:3","0","3","43","75","baza_3_8.csv","3.8|1038419"
"174","3.8","1038420","2026-06-18 17:00","Żuraw Arena","Atomowe Żurawie","131136","NKS Wyszków","141115","0:3","0","3","20","75","baza_3_8.csv","3.8|1038420"
"174","3.8","1038421","2026-06-18 17:00","BASTION WROCLAW","KS WROCLOVE","131275","ZAKSA ŚWINOUJŚCIE","130896","0:3","0","3","16","75","baza_3_8.csv","3.8|1038421"
"174","3.8","1038422","2026-06-18 17:00","Hell","Przebój Wolbrom","130621","ZKS Zam","141059","3:0","3","0","75","20","baza_3_8.csv","3.8|1038422"
"174","3.8","1038423","2026-06-18 17:00","Tylmanowa Arena","Aptekarz Tylmanowa","128720","Rockers Wrocław","128605","3:2","3","2","105","102","baza_3_8.csv","3.8|1038423"
"174","3.8","1038424","2026-06-18 17:00","Hala Energia","PGE GIEK Skra Bełchatów","130721","Jang Tim","128677","3:1","3","1","87","76","baza_3_8.csv","3.8|1038424"
"174","3.8","1038425","2026-06-18 17:00","Fabryczna Union Arena","Budowlani Łódź","128736","Volley Królewscy Jedlnia","130524","0:3","0","3","61","79","baza_3_8.csv","3.8|1038425"
"174","3.9","1038658","2026-06-18 17:00","CYTRYNIEC","CYTRYNIEC CHIŃSKI","130809","Swornica Czarnowąsy","128670","3:0","3","0","75","20","baza_3_9.csv","3.9|1038658"
"174","3.9","1038659","2026-06-18 17:00","Smieszene Woleje","Krakowskie Motyle","131013","GKS Stoczniowiec Gdańsk","130575","0:3","0","3","13","75","baza_3_9.csv","3.9|1038659"
"174","3.9","1038660","2026-06-18 17:00","Sardegna Hall","Sardegna Volley","137467","Kodżirasy","130850","3:0","3","0","75","43","baza_3_9.csv","3.9|1038660"
"174","3.9","1038661","2026-06-18 17:00","Bonito Arena","Joga Bonito","137493","GSY","130525","3:0","3","0","75","41","baza_3_9.csv","3.9|1038661"
"174","3.9","1038662","2026-06-18 17:00","Hall of Glory","Galaxia Kwielice","130973","Volley Team Piotrków Tryb.","128724","3:2","3","2","92","99","baza_3_9.csv","3.9|1038662"
"174","3.9","1038663","2026-06-18 17:00","Volley Citadel","Spartans Volley","130930","SGS Goleniów","137350","0:3","0","3","55","75","baza_3_9.csv","3.9|1038663"
"174","3.9","1038664","2026-06-18 17:00","OSiR","Zaksa Mszczonów","130593","ActiVeTeam","128702","0:3","0","3","54","75","baza_3_9.csv","3.9|1038664"
"174","3.9","1038665","2026-06-18 17:00","OSiR Golub-Dobrzyń","Zamek Golub-Dobrzyń","131227","ZYX","131059","3:0","3","0","75","51","baza_3_9.csv","3.9|1038665"
"174","3.10","1038898","2026-06-18 17:00","Torwar","Projekt Warszawa","128614","Foki Opole","144757","3:0","3","0","75","17","baza_3_10.csv","3.10|1038898"
"174","3.10","1038899","2026-06-18 17:00","Memownia","Heheszki","141055","DB Rybnik","131285","0:3","0","3","9","75","baza_3_10.csv","3.10|1038899"
"174","3.10","1038900","2026-06-18 17:00","Goławin","Główni Potentanci","140947","Ściekowianka","128624","3:0","3","0","77","64","baza_3_10.csv","3.10|1038900"
"174","3.10","1038901","2026-06-18 17:00","Osyra Stadion","GPT Mysłowice","128747","Indykpol AZS Olsztyn","128620","2:3","2","3","105","95","baza_3_10.csv","3.10|1038901"
"174","3.10","1038902","2026-06-18 17:00","Osir","Pancio","128750","Koxy","128623","3:0","3","0","75","22","baza_3_10.csv","3.10|1038902"
"174","3.10","1038903","2026-06-18 17:00","Wataha","Polish Wolves","131258","KS Strużanka Baranów","130994","3:1","3","1","93","90","baza_3_10.csv","3.10|1038903"
"174","3.10","1038904","2026-06-18 17:00","Fire Ball Arena","Hot Volley Nysa","128630","Złote Orły","131740","0:3","0","3","41","75","baza_3_10.csv","3.10|1038904"
"174","3.10","1038905","2026-06-18 17:00","JednakGramy Arena","JednakGramy","128768","Polonia Bytom","130871","0:3","0","3","59","75","baza_3_10.csv","3.10|1038905"
"174","3.11","1039138","2026-06-18 17:00","Zoo","Wściekłe Tygrysy","128782","PRISM Coffee","130800","3:1","3","1","90","62","baza_3_11.csv","3.11|1039138"
"174","3.11","1039139","2026-06-18 17:00","Arena Gliwice","GKS Gliwice","140938","MIX VOLLEY KATOWICE","144749","0:3","0","3","29","75","baza_3_11.csv","3.11|1039139"
"174","3.11","1039140","2026-06-18 17:00","VB Max Arena","VB max","140991","AZS Gorzów","144758","0:3","0","3","26","75","baza_3_11.csv","3.11|1039140"
"174","3.11","1039141","2026-06-18 17:00","Arena W","Team WWW","131066","Orzełki Team","137444","3:0","3","0","75","47","baza_3_11.csv","3.11|1039141"
"174","3.11","1039142","2026-06-18 17:00","Szklanka Wódki xD","ScorpioN","128617","Gks Ogrodowa","130989","3:0","3","0","75","8","baza_3_11.csv","3.11|1039142"
"174","3.11","1039143","2026-06-18 17:00","Arena Wieluń","Seniorzy Wieluń","130519","AKS Andrut Kalisz 🧇","128789","3:0","3","0","75","55","baza_3_11.csv","3.11|1039143"
"174","3.11","1039144","2026-06-18 17:00","PauPau Arena","PauPau","140825","Latające Imadła","131022","3:2","3","2","112","104","baza_3_11.csv","3.11|1039144"
"174","3.11","1039145","2026-06-18 17:00","Pogoń Arena","Pogoń Portowcy","131768","Brute Force","130978","3:1","3","1","94","80","baza_3_11.csv","3.11|1039145"
"174","3.12","1039378","2026-06-18 17:00","Aviator arena","BH STAL MIELEC","130769","PKS Ogniowi Kraśnik","140749","3:0","3","0","75","27","baza_3_12.csv","3.12|1039378"
"174","3.12","1039379","2026-06-18 17:00","Smerfowo","Smerfovia","144727","Tur Volley Turek","130541","0:3","0","3","26","75","baza_3_12.csv","3.12|1039379"
"174","3.12","1039380","2026-06-18 17:00","Remiza","KS Dąbrowa K.Ł","144777","Jurgen Academy","141099","3:1","3","1","98","78","baza_3_12.csv","3.12|1039380"
