"SeasonId","Liga","MatchId","Date","Arena","HomeTeam","HomeTeamId","AwayTeam","AwayTeamId","Score","HomeSets","AwaySets","HomeMP","AwayMP","SourceFile","Key"
"164","reprezentacja_grupa1","1105621","2026-06-21 19:00","","Bulgaria","","Poland","","3:1","3","1","93","76","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105621"
"164","reprezentacja_grupa1","1105622","2026-06-21 19:00","","Argentina","","France","","3:2","3","2","110","93","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105622"
"164","reprezentacja_grupa1","1105623","2026-06-21 19:00","","Japan","","USA","","3:1","3","1","93","84","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105623"
"164","reprezentacja_grupa2","1105663","2026-06-21 19:00","","Germany","","Bosnia-Herzegovina","","3:2","3","2","111","98","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105663"
"164","reprezentacja_grupa2","1105664","2026-06-21 19:00","","China","","Italy","","3:2","3","2","114","115","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105664"
"164","reprezentacja_grupa2","1105665","2026-06-21 19:00","","Turkey","","Slovenia","","3:2","3","2","107","106","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105665"
"164","reprezentacja_grupa3","1105705","2026-06-21 19:00","","Estonia","","Spain","","2:3","2","3","105","111","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105705"
"164","reprezentacja_grupa3","1105706","2026-06-21 19:00","","Croatia","","Czech Republic","","0:3","0","3","30","75","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105706"
"164","reprezentacja_grupa3","1105707","2026-06-21 19:00","","Romania","","Finland","","1:3","1","3","82","94","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105707"
"164","reprezentacja_grupa4","1105747","2026-06-21 19:00","","Netherlands","","International","","0:3","0","3","50","75","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105747"
"164","reprezentacja_grupa4","1105748","2026-06-21 19:00","","Serbia","","Austria","","3:0","3","0","77","63","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105748"
"164","reprezentacja_grupa4","1105749","2026-06-21 19:00","","Greece","","Belgium","","3:0","3","0","77","53","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105749"
"164","reprezentacja_grupa1","1105618","2026-06-18 19:00","","Poland","","France","","3:1","3","1","97","65","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105618"
"164","reprezentacja_grupa1","1105619","2026-06-18 19:00","","Bulgaria","","Argentina","","3:0","3","0","75","62","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105619"
"164","reprezentacja_grupa1","1105620","2026-06-18 19:00","","USA","","Brazil","","3:1","3","1","94","80","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105620"
"164","reprezentacja_grupa2","1105660","2026-06-18 19:00","","Bosnia-Herzegovina","","Italy","","3:0","3","0","75","57","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105660"
"164","reprezentacja_grupa2","1105661","2026-06-18 19:00","","Germany","","China","","3:1","3","1","99","82","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105661"
"164","reprezentacja_grupa2","1105662","2026-06-18 19:00","","Slovenia","","Portugal","","0:3","0","3","57","75","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105662"
"164","reprezentacja_grupa3","1105702","2026-06-18 19:00","","Spain","","Czech Republic","","3:2","3","2","95","99","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105702"
"164","reprezentacja_grupa3","1105703","2026-06-18 19:00","","Estonia","","Croatia","","3:0","3","0","75","46","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105703"
"164","reprezentacja_grupa3","1105704","2026-06-18 19:00","","Finland","","England","","2:3","2","3","103","107","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105704"
"164","reprezentacja_grupa4","1105744","2026-06-18 19:00","","International","","Austria","","3:1","3","1","95","79","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105744"
"164","reprezentacja_grupa4","1105745","2026-06-18 19:00","","Netherlands","","Serbia","","3:1","3","1","93","85","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105745"
"164","reprezentacja_grupa4","1105746","2026-06-18 19:00","","Belgium","","Slovakia","","3:0","3","0","75","54","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105746"
"164","reprezentacja_grupa1","1105615","2026-06-14 19:00","","Argentina","","Poland","","1:3","1","3","82","92","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105615"
"164","reprezentacja_grupa1","1105616","2026-06-14 19:00","","France","","Bulgaria","","0:3","0","3","42","75","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105616"
"164","reprezentacja_grupa1","1105617","2026-06-14 19:00","","Brazil","","Japan","","3:2","3","2","107","108","baza_reprezentacja_grupa1.csv","reprezentacja_grupa1|1105617"
"164","reprezentacja_grupa2","1105657","2026-06-14 19:00","","China","","Bosnia-Herzegovina","","3:2","3","2","101","104","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105657"
"164","reprezentacja_grupa2","1105658","2026-06-14 19:00","","Italy","","Germany","","3:1","3","1","103","94","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105658"
"164","reprezentacja_grupa2","1105659","2026-06-14 19:00","","Portugal","","Turkey","","3:1","3","1","96","84","baza_reprezentacja_grupa2.csv","reprezentacja_grupa2|1105659"
"164","reprezentacja_grupa3","1105699","2026-06-14 19:00","","Croatia","","Spain","","0:3","0","3","50","75","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105699"
"164","reprezentacja_grupa3","1105700","2026-06-14 19:00","","Czech Republic","","Estonia","","2:3","2","3","88","108","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105700"
"164","reprezentacja_grupa3","1105701","2026-06-14 19:00","","England","","Romania","","3:2","3","2","113","111","baza_reprezentacja_grupa3.csv","reprezentacja_grupa3|1105701"
"164","reprezentacja_grupa4","1105741","2026-06-14 19:00","","Serbia","","International","","1:3","1","3","91","98","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105741"
"164","reprezentacja_grupa4","1105742","2026-06-14 19:00","","Austria","","Netherlands","","1:3","1","3","70","99","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105742"
"164","reprezentacja_grupa4","1105743","2026-06-14 19:00","","Slovakia","","Greece","","0:3","0","3","43","75","baza_reprezentacja_grupa4.csv","reprezentacja_grupa4|1105743"
