"SeasonId","Liga","MatchId","Date","Arena","HomeTeam","HomeTeamId","AwayTeam","AwayTeamId","Score","HomeSets","AwaySets","HomeMP","AwayMP","SourceFile","Key"
"144","1.1","782938","2026-02-12 19:00","Mordor","Kuźnia Byków","130744","Smerfy","128764","3:1","3","1","104","93","baza_1_1.csv","1.1|782938"
"144","1.1","782939","2026-02-12 19:00","GOSTiR Rzgów","AKS Volley Łódź","131002","Pilica Koniecpol","130885","0:3","0","3","59","75","baza_1_1.csv","1.1|782939"
"144","1.1","782940","2026-02-12 19:00","Hala sportowa w Zduńskiej Woli","Volleyball Team Zduńska Wola","128603","Vikings","128756","0:3","0","3","38","75","baza_1_1.csv","1.1|782940"
"144","1.1","782941","2026-02-12 19:00","In the middle of nowhere","Unknown Team","128636","Velen Volleyball Club","128684","2:3","2","3","98","103","baza_1_1.csv","1.1|782941"
"144","1.1","782942","2026-02-12 19:00","we no WHO U r","myszowół","128592","Zakład Karny w Strzelinie","128751","3:0","3","0","75","55","baza_1_1.csv","1.1|782942"
"144","1.1","782943","2026-02-12 19:00","Kudahuvadhoo 🏝️","Carplife 🇵🇱","130954","Dzikie Rumaxy","128638","3:1","3","1","100","88","baza_1_1.csv","1.1|782943"
"144","1.1","782944","2026-02-12 19:00","kiczan arena","kiczan team zduńska wola","128596","VC Kittens","128580","1:3","1","3","85","97","baza_1_1.csv","1.1|782944"
"144","1.1","782945","2026-02-12 19:00","The Orchid","DHARMA Initiative","128577","Dano Dream Team","130607","1:3","1","3","85","99","baza_1_1.csv","1.1|782945"
"144","2.1","783178","2026-02-12 19:00","Field House","Miesiany Miesiany","128676","Stocznia Gdańsk","130595","3:1","3","1","101","82","baza_2_1.csv","2.1|783178"
"144","2.1","783179","2026-02-12 19:00","OSIR ARENA","G.T.S. Unia Choceń","128749","Sprzeda Mecz","128663","0:3","0","3","39","75","baza_2_1.csv","2.1|783179"
"144","2.1","783180","2026-02-12 19:00","Baltic Arena","KKS Kaszubia Kościerzyna","128786","Smerfy z Rivii ⚔️⚔️🛡️","130934","3:2","3","2","106","99","baza_2_1.csv","2.1|783180"
"144","2.1","783181","2026-02-12 19:00","Urania","CF Mleczne Olsztyn","128668","Maliniaczki","131020","3:0","3","0","75","42","baza_2_1.csv","2.1|783181"
"144","2.1","783182","2026-02-12 19:00","Lesko Arena","Volley Master","130507","Young Team","128708","3:1","3","1","92","84","baza_2_1.csv","2.1|783182"
"144","2.1","783183","2026-02-12 19:00","Parkhead","Celtic VC","128735","Hydra VT Gdańsk","128612","3:2","3","2","99","88","baza_2_1.csv","2.1|783183"
"144","2.1","783184","2026-02-12 19:00","Hala Polonia","Go Tigers","128631","LukTeam","131134","3:2","3","2","108","107","baza_2_1.csv","2.1|783184"
"144","2.1","783185","2026-02-12 19:00","Piekło","Saracens","128615","Najlepsi z Najlepszych","130520","2:3","2","3","76","99","baza_2_1.csv","2.1|783185"
"144","2.2","783418","2026-02-12 19:00","Olimp Arena","UKS Olimp Ostrołęka","128604","Volleyball Szubin Team","128579","3:1","3","1","92","65","baza_2_2.csv","2.2|783418"
"144","2.2","783419","2026-02-12 19:00","Sparbanken Skåne Arena","🌳Leśne Ludki🌳","131712","CSKA Mielec","128613","1:3","1","3","82","100","baza_2_2.csv","2.2|783419"
"144","2.2","783420","2026-02-12 19:00","Hala Relax","Volley Team Piotrków Tryb.","128724","Valiant Boys","130826","0:3","0","3","54","75","baza_2_2.csv","2.2|783420"
"144","2.2","783421","2026-02-12 19:00","MAKDOM ARENA","MAKDOM","128660","Silver Sharks Lublin 🦈","128674","1:3","1","3","88","98","baza_2_2.csv","2.2|783421"
"144","2.2","783422","2026-02-12 19:00","Słomin centre","Projekt Słomin","128700","TKS Jelenie Studzienki","130939","1:3","1","3","72","97","baza_2_2.csv","2.2|783422"
"144","2.2","783423","2026-02-12 19:00","LEGO Arena","Czorty Chorzów","130959","ChudyTeam","130535","3:2","3","2","109","99","baza_2_2.csv","2.2|783423"
"144","2.2","783424","2026-02-12 19:00","Chausseestrasse arena","Rutz","130854","RKS","128588","2:3","2","3","104","105","baza_2_2.csv","2.2|783424"
"144","2.2","783425","2026-02-12 19:00","Siatkarskie Podlasie","SiatkarskiePodlasie.pl","130565","Wratislawia Wrocław","128772","2:3","2","3","108","117","baza_2_2.csv","2.2|783425"
"144","2.3","783658","2026-02-12 19:00","カラスの巣","Karasuno","128635","Stilon Gorzów","130891","3:1","3","1","99","82","baza_2_3.csv","2.3|783658"
"144","2.3","783659","2026-02-12 19:00","Stajnia Jednorożców","Kolorowe Rumaki","131164","III Piastowskie","130858","3:0","3","0","75","48","baza_2_3.csv","2.3|783659"
"144","2.3","783660","2026-02-12 19:00","Ver","Vernixo","128679","Budowlani Nysa","130574","2:3","2","3","106","112","baza_2_3.csv","2.3|783660"
"144","2.3","783661","2026-02-12 19:00","JednakGramy Arena","JednakGramy","128768","Polonia Bytom","130871","0:3","0","3","44","75","baza_2_3.csv","2.3|783661"
"144","2.3","783662","2026-02-12 19:00","Forteca Nakło","Stara Gwardia Nakło ⚔️","128688","Wściekłe Tygrysy","128782","3:2","3","2","106","91","baza_2_3.csv","2.3|783662"
"144","2.3","783663","2026-02-12 19:00","SMA","Incognito Volley","128619","KKS Gryf Lębork","128809","3:0","3","0","75","52","baza_2_3.csv","2.3|783663"
"144","2.3","783664","2026-02-12 19:00","Arena Siemianowice","MKS Siemianowice","128799","🦣 KS MAMUTY 🦣","130549","2:3","2","3","106","96","baza_2_3.csv","2.3|783664"
"144","2.3","783665","2026-02-12 19:00","Hala im. TW Bolka","Bolek i lolek 🤙","128586","KS Budowlani Kołacin 👷🏻","128629","3:0","3","0","76","61","baza_2_3.csv","2.3|783665"
"144","2.4","783898","2026-02-12 19:00","Może zagram","Fc MiSieNieChce","130908","TEXańska Masakra Piłą Ręczną","131293","0:3","0","3","56","79","baza_2_4.csv","2.4|783898"
"144","2.4","783899","2026-02-12 19:00","Letalnica","Team Spiryt Chorzów","130958","Blackburn Toruń","128601","2:3","2","3","98","98","baza_2_4.csv","2.4|783899"
"144","2.4","783900","2026-02-12 19:00","BKS ARENA","BKS Białystok","128644","PolskieOrły","128769","3:1","3","1","93","76","baza_2_4.csv","2.4|783900"
"144","2.4","783901","2026-02-12 19:00","Phoenix Scene","Phoenix Fire","128687","BH STAL MIELEC","130769","0:3","0","3","60","75","baza_2_4.csv","2.4|783901"
"144","2.4","783902","2026-02-12 19:00","Torwar","Vamos","128714","⭐ Nati ⭐ 1995 ⭐  ∞  ⭐","130585","3:0","3","0","76","70","baza_2_4.csv","2.4|783902"
